Assay	term	contrast	null.value	estimate	std.error	df	statistic	p.value	adj.p.value
IL7	Day*srf14	Day4 No - Day4 Yes	0	-0.1824213577680076	0.10652056767708046	1205.8847955447734	-1.7125458655179358	0.08705319423411041	0.1325582730383045
IL7	Day*srf14	Day4 No - Day7 Yes	0	-0.06043953229221728	0.10612763830838204	1198.7513821006094	-0.5694985138234601	0.5691245760266204	0.6251040425210421
IL7	Day*srf14	Day7 No - Day1 Yes	0	0.11800122472490453	0.10408445293581962	1162.0742550508603	1.1337065373026098	0.25715149174618973	0.2970543094309433
IL7	Day*srf14	Day7 No - Day4 Yes	0	-0.14348791142847217	0.10681665354841222	1212.0021427903246	-1.3433103047310833	0.17942298076911373	0.20726447778501067
IL7	Day*srf14	Day7 No - Day7 Yes	0	-0.021506085952681872	0.1064250212735071	1204.9678685074728	-0.2020773469935447	0.8398903677040745	0.8587880252786382
IL7	Day*srf14	Day1 Yes - Day4 Yes	0	-0.2614891361533767	0.09456228395013755	1068.678855059102	-2.76525825339899	0.005785702337584326	0.012113814269317184
IL7	Day*srf14	Day1 Yes - Day7 Yes	0	-0.1395073106775864	0.09428599397883763	1069.7289199448185	-1.4796186028319183	0.13926947978870297	0.17605764426119053
IL7	Day*srf14	Day4 Yes - Day7 Yes	0	0.12198182547579031	0.09618817851088926	1054.9659614654618	1.268158180809932	0.20502125566341287	0.3614848455118069
OPG	Day*srf14	Day1 No - Day4 No	0	0.39661342213035566	0.0469451205683447	1035.6651210479135	8.448448258918603	9.891123330411001e-17	3.487922437565984e-16
OPG	Day*srf14	Day1 No - Day7 No	0	0.5408707663468674	0.047649299545040075	1043.4617474375545	11.351074863873164	3.0706557191002904e-28	1.0828101746301023e-27
OPG	Day*srf14	Day1 No - Day1 Yes	0	-0.3727060564759116	0.08934294868496034	1134.6148561730574	-4.171633709898491	3.2549406029134295e-5	2.726012754939997e-4
OPG	Day*srf14	Day1 No - Day4 Yes	0	-0.18672016375491315	0.0916299131966275	1185.4000554253535	-2.0377642763257087	0.04179517555647673	0.0756831557374038
OPG	Day*srf14	Day1 No - Day7 Yes	0	0.06533651198517558	0.09130163408509477	1178.202429686689	0.7156116387170111	0.474372975094001	0.5650344507250922
OPG	Day*srf14	Day4 No - Day7 No	0	0.14425734421651176	0.047202608236946754	1037.346938268544	3.0561307860864697	0.0022994803683737243	0.003950389350795885
OPG	Day*srf14	Day4 No - Day1 Yes	0	-0.7693194786062673	0.08914988612323609	1129.4125453767444	-8.629506015776629	2.0618552812422394e-17	1.2558573076657276e-16
OPG	Day*srf14	Day4 No - Day4 Yes	0	-0.5833335858852688	0.09144126711803796	1180.6110288951456	-6.37932526823219	2.5484640315125553e-10	2.84578483518902e-9
OPG	Day*srf14	Day4 No - Day7 Yes	0	-0.33127691014518007	0.09111274914093143	1173.3629071043624	-3.6359007193687836	2.890173480060986e-4	0.0010757867953560337
OPG	Day*srf14	Day7 No - Day1 Yes	0	-0.913576822822779	0.08940297056866003	1136.1341367562204	-10.218640577733005	1.640938191089787e-23	1.0994285880301573e-22
OPG	Day*srf14	Day7 No - Day4 Yes	0	-0.7275909301017806	0.09168789514923767	1186.7618907924789	-7.935517866535188	4.819785479490236e-15	5.382093785430763e-14
OPG	Day*srf14	Day7 No - Day7 Yes	0	-0.47553425436169183	0.09136042580221003	1179.6060321725872	-5.20503544271122	2.286194467536655e-7	1.0211668621663727e-6
OPG	Day*srf14	Day1 Yes - Day4 Yes	0	0.18598589272099844	0.07977051939028992	1066.473501720078	2.3315116178576316	0.019911931879111677	0.036056741510823845
OPG	Day*srf14	Day1 Yes - Day7 Yes	0	0.4380425684610872	0.07953861959467623	1067.545557574494	5.507294075423038	4.564529747670455e-8	1.223293972375682e-7
OPG	Day*srf14	Day4 Yes - Day7 Yes	0	0.2520566757400887	0.08112676696643215	1052.885869734879	3.1069483619923166	0.001940919369798697	0.011821963434228427
LAP TGF-beta-1	Day*srf14	Day1 No - Day4 No	0	-0.022195134798903865	0.056993586337968	1038.7229516127072	-0.3894321488612466	0.6970363199601262	0.7532489264085234
LAP TGF-beta-1	Day*srf14	Day1 No - Day7 No	0	-0.24916450576813132	0.05783427911932959	1047.3179894937648	-4.308249528865566	1.8002945213556444e-5	2.6804385095739595e-5
LAP TGF-beta-1	Day*srf14	Day1 No - Day1 Yes	0	0.11446066739068442	0.10424818651575384	1191.4375730688596	1.0979631513627077	0.27244241811396486	0.38837536199224776
LAP TGF-beta-1	Day*srf14	Day1 No - Day4 Yes	0	-0.07817372952824822	0.10707221101728696	1240.3430202670277	-0.7301028790339162	0.4654651684822865	0.5285790896324271
LAP TGF-beta-1	Day*srf14	Day1 No - Day7 Yes	0	-0.07524158381445151	0.10666669222728076	1233.4634976112125	-0.70538967922742	0.48070095061686946	0.5650344507250922
LAP TGF-beta-1	Day*srf14	Day4 No - Day7 No	0	-0.22696937096922745	0.05730311248961784	1040.6305557268618	-3.9608558960972613	7.976615929270009e-5	1.723978281487389e-4
LAP TGF-beta-1	Day*srf14	Day4 No - Day1 Yes	0	0.13665580218958828	0.10400712166030028	1186.2412242813166	1.3139081248293987	0.18913115464221392	0.22231205896540937
LAP TGF-beta-1	Day*srf14	Day4 No - Day4 Yes	0	-0.05597859472934435	0.10683696648112354	1235.635336015868	-0.5239627871616415	0.600398389092557	0.6488176140193761
