Assay	effect	term	estimate	std.error	statistic	df	p.value
CCL11	fixed	Day4:srf14Yes	-0.2397674070390442	0.12061644207218258	-1.9878501050093655	1045.1501465179103	0.04708885154286997
CCL11	fixed	Day7:srf14Yes	-0.20257353940953857	0.12014641913850384	-1.6860555717104926	1047.962272866849	0.09208276108566087
CCL11	fixed	AllocationPlacebo:srf14Yes	0.03945475893618415	0.19929556601989193	0.19797108246876965	1046.265299410128	0.8431061454796678
CCL11	fixed	Day4:AllocationPlacebo:srf14Yes	0.10113240927211402	0.19402998303270372	0.5212205231965009	1043.1007867587111	0.6023237935976483
CCL11	fixed	Day7:AllocationPlacebo:srf14Yes	-0.003614957555159445	0.19439920544565872	-0.018595536678620583	1045.3289596357038	0.9851673120508861
TNFSF14	fixed	(Intercept)	0.025929468420236232	0.30322194051755375	0.08551316694292825	581.9157824423019	0.931882840835042
TNFSF14	fixed	Day4	0.06608305806699585	0.05730076393143413	1.153266615189818	1032.0203199592306	0.24906799738576477
TNFSF14	fixed	Day7	0.3994724383452845	0.0577772762491	6.91400606395853	1036.0430730956132	8.226715609838683e-12
TNFSF14	fixed	AllocationPlacebo	-0.06000363590490185	0.10612484848445598	-0.5654060925579605	1146.75655058727	0.5719081823323026
TNFSF14	fixed	srf14Yes	-0.20069937913279887	0.1275136059322974	-1.5739448168327936	1131.8059605076817	0.11577968200781145
TNFSF14	fixed	DEXcorrectedYes	0.13831609659551858	0.09062209947983563	1.5262954333373766	571.374932400675	0.12748963651978018
TNFSF14	fixed	cbmi	9.546660228307743e-4	0.006314443659801015	0.15118766977182252	568.1378858531058	0.8798813423263814
TNFSF14	fixed	Age	-0.005950253075479046	0.002887187904637644	-2.0609164598955436	570.654062076539	0.03976357487427186
TNFSF14	fixed	GenderMale	0.07668375865574009	0.070237783303006035	1.0917736159885072	573.5266107888965	0.2753910365906266
TNFSF14	fixed	Day4:AllocationPlacebo	0.21638089314133874	0.1074250164718232	2.014250500004288	1033.1200812750567	0.04424203507732721
TNFSF14	fixed	Day7:AllocationPlacebo	0.09541557148015983	0.10904422181816702	0.8750172167697874	1040.6686775304977	0.38176643768650964
TNFSF14	fixed	Day4:srf14Yes	0.12342643470980952	0.13166472662607567	0.9374297723667274	1058.2983413430188	0.3487514092458053
TNFSF14	fixed	Day7:srf14Yes	0.10760001155582771	0.1311325756214405	0.8205437210846245	1061.1683048476405	0.4120904955625392
TNFSF14	fixed	AllocationPlacebo:srf14Yes	0.04621697976540074	0.20281696240616826	0.227875317809193	1144.3736762682754	0.8197838785578736
TNFSF14	fixed	Day4:AllocationPlacebo:srf14Yes	-0.027266523038897688	0.21182793810042458	-0.12872014562107015	1055.6931243729714	0.8976036115978907
TNFSF14	fixed	Day7:AllocationPlacebo:srf14Yes	0.10913697125613253	0.21220544827740193	0.5142986296631984	1058.1814916364244	0.6071506073681077
MMP-1	fixed	(Intercept)	0.4450833791227145	0.3256520962395077	1.3667450148865878	582.5898628922116	0.17223243238341016
MMP-1	fixed	Day4	0.16442937757666048	0.0468584383610331	3.509066527351409	1025.0841203283308	4.692107199258476e-4
MMP-1	fixed	Day7	0.4090987112213298	0.04726857486645491	8.654771428525866	1027.5605229040423	1.8808026240320728e-17
MMP-1	fixed	AllocationPlacebo	-0.1866777311500358	0.1055136651027645	-1.7692280044316722	930.2015680416397	0.07718345173461863
MMP-1	fixed	srf14Yes	-0.1835432291699998	0.1269959827556205	-1.4452679934230177	920.1339343938364	0.14872309847150486
MMP-1	fixed	DEXcorrectedYes	-0.05292364255741424	0.09750903296343216	-0.5427563062517671	576.887233803244	0.5875072217230232
MMP-1	fixed	cbmi	-0.009862006065119031	0.006798766110109913	-1.4505582197413753	574.6738434061765	0.14744849872902543
MMP-1	fixed	Age	-0.004516352147570871	0.003106915997709472	-1.4536447560540693	576.6964010271835	0.14658877919525445
MMP-1	fixed	GenderMale	0.042350277815469344	0.07553713120168541	0.5606550995747163	578.8753555990032	0.5752496102968946
MMP-1	fixed	Day4:AllocationPlacebo	0.09716925068879109	0.08785592253899445	1.1060068334683182	1025.3935032288448	0.2689829785677483
MMP-1	fixed	Day7:AllocationPlacebo	0.02919985550504043	0.08925285655034823	0.32715877825791	1030.0795666905544	0.7436142675005549
MMP-1	fixed	Day4:srf14Yes	0.15182902368542223	0.10799094764776225	1.405942136748796	1043.1650231221004	0.1600390886865664
MMP-1	fixed	Day7:srf14Yes	0.03241704411541698	0.10759382265535974	0.30129094138846585	1045.6723494079722	0.763252549547199
MMP-1	fixed	AllocationPlacebo:srf14Yes	0.2414835501147336	0.2017010091365746	1.1972352104159365	928.802079268277	0.2315203578260704
MMP-1	fixed	Day4:AllocationPlacebo:srf14Yes	-0.04140199904798681	0.17369595094253445	-0.23835903383657023	1041.8211358950184	0.8116495114061157
MMP-1	fixed	Day7:AllocationPlacebo:srf14Yes	-0.04566664824025427	0.17405527738781695	-0.2623686504977569	1043.6105208681238	0.7930890196423911
LIF-R	fixed	(Intercept)	-0.4364967866684772	0.29813377094709226	-1.4640970906510933	573.4825613008571	0.14371534263242486
LIF-R	fixed	Day4	-0.4715093215326926	0.054637010032805716	-8.6298522054846	1022.7685022793332	2.3186722538365208e-17
LIF-R	fixed	Day7	-0.6698590590816873	0.055094660056266904	-12.158330015968438	1026.6117006882034	7.148492834821402e-32
LIF-R	fixed	AllocationPlacebo	-0.08214395238253969	0.10328355178394331	-0.7953246278204577	1111.2622648920635	0.42659452946653054
LIF-R	fixed	srf14Yes	0.14915036333540066	0.12412648006446853	1.2015998782688053	1096.6684699326206	0.22977800948820937
LIF-R	fixed	DEXcorrectedYes	0.015075014972180946	0.08912595269532461	0.16914281997876196	563.7114315103559	0.8657449805666303
LIF-R	fixed	cbmi	0.01190299653937722	0.006210734157449529	1.9165200502262763	560.6205025968483	0.05580704322450886
LIF-R	fixed	Age	0.006995864376371031	0.002839573816504202	2.4637022414101692	563.0795049832562	0.014048864835851356
LIF-R	fixed	GenderMale	-0.0306348159215146	0.06907411179139956	-0.4435064762617613	565.8619743130922	0.6575689588188842
LIF-R	fixed	Day4:AllocationPlacebo	0.0239704357817049	0.10243274398906886	0.23401145813552462	1023.750658833828	0.8150228708958441
LIF-R	fixed	Day7:AllocationPlacebo	0.19508200784585036	0.1039883399507585	1.875998866201993	1030.9701031167258	0.06093780227702545
LIF-R	fixed	Day4:srf14Yes	-0.09176953728497876	0.12559304022730802	-0.7306896713296146	1048.2391814051052	0.46513200623204065
LIF-R	fixed	Day7:srf14Yes	-0.2072187243824274	0.1250908195790331	-1.6565462204163226	1051.1192659612166	0.0979096994140294
LIF-R	fixed	AllocationPlacebo:srf14Yes	0.30775343149458156	0.19739368304505048	1.559084499296485	1108.9489608973654	0.11926170249318804
LIF-R	fixed	Day4:AllocationPlacebo:srf14Yes	-0.025575611340445604	0.20205189199412352	-0.12657942020750515	1045.7946069852069	0.899297617664643
LIF-R	fixed	Day7:AllocationPlacebo:srf14Yes	-0.34273255518151263	0.2024194424957317	-1.6931800174715905	1048.2203867850974	0.09071833223720986
FGF-21	fixed	(Intercept)	-0.27976425439365804	0.27058140512744994	-1.0339374735003788	588.2525619583089	0.30159026076076534
FGF-21	fixed	Day4	0.08420566430626052	0.06030614426410821	1.3963032346668587	1043.547695978337	0.16292013097412178
FGF-21	fixed	Day7	-0.22150080923905455	0.06078460469921691	-3.644028127436488	1048.7903301401045	2.815524228549836e-4
FGF-21	fixed	AllocationPlacebo	-0.00226006716126271	0.10078706099064492	-0.02242417964219127	1307.933422194439	0.9821130130474052
FGF-21	fixed	srf14Yes	-5.229210212398506e-4	0.12094783171847458	-0.004323525389500433	1291.622558388685	0.9965510042340624
FGF-21	fixed	DEXcorrectedYes	-0.571608084746635	0.08071627875538062	-7.0816952114325655	572.8729676589253	4.189185576546635e-12
FGF-21	fixed	cbmi	0.015472741202055508	0.005621220632940071	2.752558956925836	568.9088230362983	0.00610187598382713
FGF-21	fixed	Age	0.009849835283485075	0.0025712114185277397	3.8308150051406633	571.549439058188	1.418614923933415e-4
FGF-21	fixed	GenderMale	-0.4831038172017333	0.0625790682031976	-7.719894703977841	574.7657607853357	5.1902864315156426e-14
FGF-21	fixed	Day4:AllocationPlacebo	-0.07247711056928591	0.11304546481256121	-0.6411324035816828	1045.493799679475	0.5215771758853254
FGF-21	fixed	Day7:AllocationPlacebo	0.15417656812612585	0.11466818217690353	1.3445453237260798	1055.276522186746	0.17906103962626135
FGF-21	fixed	Day4:srf14Yes	-0.1390057423074157	0.13824379649895044	-1.005511609401374	1075.0854216524854	0.31487681752975144
FGF-21	fixed	Day7:srf14Yes	-0.05395017077012022	0.13765349383679765	-0.3919273624400968	1077.8192713414273	0.6951893640131657
FGF-21	fixed	AllocationPlacebo:srf14Yes	0.06497507606070518	0.19257751658176994	0.3373969984347381	1305.4335746181425	0.7358718874813566
FGF-21	fixed	Day4:AllocationPlacebo:srf14Yes	0.20681458805570727	0.22246929052275982	0.9296320744752364	1071.367827435128	0.3527710212640386
FGF-21	fixed	Day7:AllocationPlacebo:srf14Yes	-0.09731729194409977	0.22281701736585682	-0.4367587947033174	1074.2665428985074	0.6623740559885016
CCL19	fixed	(Intercept)	0.14388051960223477	0.3246829170276862	0.4431416377535066	579.9584072659279	0.6578285393037375
CCL19	fixed	Day4	-0.3065060169568502	0.04322598917178216	-7.090780866547219	1020.6843067201215	2.487488401673619e-12
CCL19	fixed	Day7	-0.35959667959349245	0.04360821912117354	-8.246075782051228	1022.8328804443754	4.988405725560123e-16
CCL19	fixed	AllocationPlacebo	0.1514255568205137	0.10343918115000529	1.4639090829704036	879.4135246516997	0.1435761377629707
CCL19	fixed	srf14Yes	0.16663818333308603	0.12454880492224436	1.3379348235185236	870.6558319544922	0.18126702293286412
CCL19	fixed	DEXcorrectedYes	-0.5147246583201783	0.09725333871079994	-5.29261684116371	575.1741217662069	1.7176180168089944e-7
CCL19	fixed	cbmi	0.008143956275246882	0.006781904902056739	1.2008361062062483	573.2133243441721	0.2303107612425306
CCL19	fixed	Age	0.003333143541860299	0.0030988004333123834	1.0756238143085002	575.0621255396308	0.2825465982381539
CCL19	fixed	GenderMale	-0.03060311753748661	0.07532917572506753	-0.4062584947056936	577.0340384776341	0.6847032964559358
CCL19	fixed	Day4:AllocationPlacebo	-0.10845884223811034	0.08104613395861729	-1.3382358533411374	1020.873124745446	0.1811175460510084
CCL19	fixed	Day7:AllocationPlacebo	0.008052032034005863	0.08234868425031448	0.09777972905468872	1024.947542459203	0.9221263215732809
CCL19	fixed	Day4:srf14Yes	-0.3031076780402905	0.09968495242959616	-3.0406562941820567	1036.7806458885013	0.0024199195825940164
CCL19	fixed	Day7:srf14Yes	-0.1543200748107434	0.09932758156073129	-1.553647762141358	1039.1193908755038	0.1205729571911834
CCL19	fixed	AllocationPlacebo:srf14Yes	0.007744001205564441	0.19774599571888077	0.039161355340785006	878.2716263617286	0.9687706437410705
CCL19	fixed	Day4:AllocationPlacebo:srf14Yes	0.49287653535874193	0.16032883682835442	3.074160239099146	1035.674439984664	0.002166227727624205
CCL19	fixed	Day7:AllocationPlacebo:srf14Yes	0.025039514255952775	0.16067095863810718	0.15584343597744627	1037.284483612838	0.876186754444932
IL-10RB	fixed	(Intercept)	-1.3617106762773306	0.3123984281709655	-4.358890933766512	581.4092678441292	1.5459122105010536e-5
IL-10RB	fixed	Day4	-0.04947492017317188	0.04791290277980033	-1.0326011847069738	1025.5296437622435	0.3020340213679741
IL-10RB	fixed	Day7	0.21959144171165057	0.04832824099373945	4.543749931641355	1028.315088290924	6.181305077876599e-6
IL-10RB	fixed	AllocationPlacebo	-0.042020000837569405	0.10279447986526995	-0.40877682238038393	973.1063249076557	0.6827933929993519
IL-10RB	fixed	srf14Yes	-0.22031740432753932	0.12367906068542396	-1.781363822675802	961.8779201954835	0.07516850050875883
IL-10RB	fixed	DEXcorrectedYes	-0.4354538935019903	0.09350855405616888	-4.656834852140063	574.8339750451036	3.992172167645477e-6
IL-10RB	fixed	cbmi	0.020958440448838267	0.006518983174028812	3.2149861242678575	572.4031002439706	0.0013780126899195578
IL-10RB	fixed	Age	0.01615665464946599	0.0029794106153904444	5.422768706672109	574.5588495845274	8.654468538764129e-8
IL-10RB	fixed	GenderMale	0.1439141598943732	0.07244633070873027	1.986493428811165	576.9045512317343	0.047451239915946464
IL-10RB	fixed	Day4:AllocationPlacebo	0.018239906399758567	0.08983190269822483	0.20304486326013227	1025.9678617315392	0.8391402269634012
IL-10RB	fixed	Day7:AllocationPlacebo	0.16705343459142322	0.09124589092261956	1.830805013818011	1031.2290291338693	0.06741809119174076
IL-10RB	fixed	Day4:srf14Yes	-0.12364239984323419	0.11035499117291735	-1.1204060507738753	1045.40341944856	0.26279809171618007
IL-10RB	fixed	Day7:srf14Yes	-0.002833981234253751	0.10994029197559879	-0.025777457775742058	1048.040113525911	0.9794397491717657
IL-10RB	fixed	AllocationPlacebo:srf14Yes	0.18030679638308772	0.1964930437602699	0.9176243236532581	971.4714761378718	0.35904333110291586
IL-10RB	fixed	Day4:AllocationPlacebo:srf14Yes	0.32536008866128047	0.1775064830741876	1.8329476367648978	1043.8252426605852	0.06709504631929925
IL-10RB	fixed	Day7:AllocationPlacebo:srf14Yes	-0.18830278733407102	0.1778632517578759	-1.0586941679802773	1045.7736930714248	0.28998355502600165
IL-18R1	fixed	(Intercept)	-8.849453986434601e-4	0.3037633710174096	-0.002913272247669194	578.2021153423931	0.9976765531623308
IL-18R1	fixed	Day4	-0.6590127742440948	0.043898562680797754	-15.012172016564957	1020.8632212699079	3.532198713098692e-46
IL-18R1	fixed	Day7	-0.8768773828421965	0.044282555255389607	-19.801869557549352	1023.3681589073545	3.910608309635981e-74
IL-18R1	fixed	AllocationPlacebo	-0.030441458400618408	0.0985201907476834	-0.3089870022539944	928.4774627103334	0.7574007336411078
IL-18R1	fixed	srf14Yes	0.32032763508072387	0.11857588318950482	2.7014568769332694	918.3129607664183	0.007030854304902057
IL-18R1	fixed	DEXcorrectedYes	0.1723048607182091	0.09095298629460813	1.8944387395933548	572.4624980252355	0.05867052053197187
IL-18R1	fixed	cbmi	0.014741923071927381	0.006341595494051211	2.3246394516578945	570.241954608762	0.020441474085923676
IL-18R1	fixed	Age	-0.0038147296458138796	0.002898019512583921	-1.3163229678921675	572.2671537048483	0.18859263598778542
IL-18R1	fixed	GenderMale	0.100969503442633	0.07045890409227909	1.4330268791917993	574.4504300889281	0.15239414405184584
IL-18R1	fixed	Day4:AllocationPlacebo	0.0838046228362869	0.08230633059081623	1.0182038518145025	1021.1815375477557	0.30882225452241513
IL-18R1	fixed	Day7:AllocationPlacebo	0.1751688978166621	0.08361417804484049	2.0949664508179793	1025.921118048051	0.036418720020901615
IL-18R1	fixed	Day4:srf14Yes	0.13446860153669762	0.10116562038077143	1.3291926746515172	1039.1270398603524	0.18407616487075432
IL-18R1	fixed	Day7:srf14Yes	0.1474654576449238	0.10079305483881747	1.4630517735645794	1041.6529851365965	0.14375487401281867
IL-18R1	fixed	AllocationPlacebo:srf14Yes	0.017969344554211175	0.18833160090212758	0.09541332664372937	927.0596861508941	0.9240071508934355
IL-18R1	fixed	Day4:AllocationPlacebo:srf14Yes	-0.05970155471601091	0.1627183546922641	-0.36690116999351163	1037.7633380350383	0.7137675366983309
IL-18R1	fixed	Day7:AllocationPlacebo:srf14Yes	-0.09270711021583176	0.16305434707336314	-0.5685657075681644	1039.5699421307272	0.569773699717445
PD-L1	fixed	(Intercept)	-0.36196424826585577	0.3009506186454627	-1.2027363488900837	582.885897838349	0.22956668379034997
PD-L1	fixed	Day4	-0.41094775806737116	0.04788623000795306	-8.581752165478886	1027.9549202992819	3.406855244020601e-17
PD-L1	fixed	Day7	-0.6463334583311227	0.04829879605360558	-13.381978664929326	1030.9282377589398	8.965357985862591e-38
PD-L1	fixed	AllocationPlacebo	-0.07267286589728288	0.0999818671480731	-0.7268604595036657	1001.9847957076356	0.46748121772766804
PD-L1	fixed	srf14Yes	0.367600362246729	0.12026883560759347	3.056488909946008	990.0847958427496	0.002299515127001033
PD-L1	fixed	DEXcorrectedYes	-0.12538715696256805	0.09006205235387066	-1.3922307307621467	575.735084992091	0.1643900469021211
PD-L1	fixed	cbmi	-8.912729773843472e-4	0.00627819909089604	-0.14196315925641387	573.1689143481851	0.8871589901086266
PD-L1	fixed	Age	0.00938385586252448	0.0028695683892381997	3.270127973850334	575.4013986337345	0.0011392311077522436
PD-L1	fixed	GenderMale	0.22771365958318646	0.06978085475648267	3.263268419079257	577.8465783223651	0.0011663686081948969
PD-L1	fixed	Day4:AllocationPlacebo	0.05277917661232411	0.08978110415517325	0.5878650870800517	1028.4804284394188	0.5567519024660788
PD-L1	fixed	Day7:AllocationPlacebo	0.14944390176620895	0.09118524558709998	1.6389044170908156	1034.0902158448894	0.1015373475049118
PD-L1	fixed	Day4:srf14Yes	0.2574304579431474	0.11025265411490007	2.3349139302793165	1048.8703229648847	0.019735816206336403
PD-L1	fixed	Day7:srf14Yes	0.3052567058405349	0.1098330419503809	2.7792793536433256	1051.567525680046	0.005545059637904465
PD-L1	fixed	AllocationPlacebo:srf14Yes	0.20170904718493982	0.19111058776718517	1.0554572069584438	1000.2110254687931	0.29147114176026595
PD-L1	fixed	Day4:AllocationPlacebo:srf14Yes	0.014421059896665	0.17734717389881072	0.08131541980417037	1047.1440545938779	0.9352066502868837
PD-L1	fixed	Day7:AllocationPlacebo:srf14Yes	-0.36115473402815956	0.1776972109860177	-2.03241644606666	1049.1828457583565	0.04236297799728815
CXCL5	fixed	(Intercept)	0.5403592887491915	0.31723200787141287	1.7033567715153801	569.8055587414932	0.08904660216342515
CXCL5	fixed	Day4	0.027077592437423283	0.05062197321786775	0.534898004091746	1015.0815245942007	0.5928375359143285
CXCL5	fixed	Day7	0.30039173350218695	0.051057891949534334	5.883355579958029	1018.1014020837052	5.449795020205262e-9
CXCL5	fixed	AllocationPlacebo	-0.012832335284543157	0.10547210899542094	-0.12166567452538823	990.9958960624396	0.9031884643876574
CXCL5	fixed	srf14Yes	-0.05528381303698823	0.12687088059281243	-0.4357486349796819	978.9348721574426	0.6631151805262381
CXCL5	fixed	DEXcorrectedYes	-0.285949920369115	0.0949326861090911	-3.012133460971683	562.6792052848343	0.0027107614598009385
CXCL5	fixed	cbmi	0.009846019744868185	0.006617686327500491	1.4878341549601732	560.1283740831814	0.13735736343249255
CXCL5	fixed	Age	-0.00877169843899585	0.003024754556681167	-2.8999703197803814	562.3440070296439	0.0038778311838881204
CXCL5	fixed	GenderMale	-0.23368369095951905	0.07355505641453283	-3.1769901669648966	564.7723171153638	0.0015694053853608923
CXCL5	fixed	Day4:AllocationPlacebo	-0.043131996480732675	0.09491023232274043	-0.45445043621917547	1015.6198740870592	0.6496017673530707
CXCL5	fixed	Day7:AllocationPlacebo	0.029896082377235456	0.09639381834652795	0.3101452239370938	1021.3174889660972	0.7565137969394744
CXCL5	fixed	Day4:srf14Yes	-0.11133356955159841	0.11654792540437799	-0.9552599856695201	1036.309114196098	0.33966901209249456
CXCL5	fixed	Day7:srf14Yes	-0.29370013252059124	0.1161039114930476	-2.529631678586283	1039.0417371550948	0.011565136807965217
CXCL5	fixed	AllocationPlacebo:srf14Yes	-0.021607081218172702	0.20160440374797856	-0.10717564108958286	989.194611953712	0.9146713719590827
CXCL5	fixed	Day4:AllocationPlacebo:srf14Yes	0.31950629226915744	0.18747390679215906	1.7042707315177184	1034.5509957284887	0.08863078894826136
CXCL5	fixed	Day7:AllocationPlacebo:srf14Yes	0.2465797698651778	0.18784338922151333	1.3126880370242888	1036.6201938811982	0.18957863099223085
TRANCE	fixed	(Intercept)	0.4713203792616842	0.26594298763141144	1.7722609776608185	584.9354155992816	0.07687171320157264
TRANCE	fixed	Day4	0.42212405640739403	0.053906604373093595	7.830655655582135	1037.1953134052374	1.1944389084484227e-14
TRANCE	fixed	Day7	0.8396433226103815	0.05434681115101092	15.449725656898327	1041.7083560920619	1.222403094167933e-48
TRANCE	fixed	AllocationPlacebo	-0.03724182491550066	0.09542709394511593	-0.39026468664046265	1215.0166619816114	0.6964092402331097
TRANCE	fixed	srf14Yes	-0.24056337392880484	0.11460072167543299	-2.0991436215394663	1199.2044697189986	0.03601286665248057
TRANCE	fixed	DEXcorrectedYes	-0.15413909978249238	0.07942458277209237	-1.94069763293302	572.5538635015795	0.052785439986941844
TRANCE	fixed	cbmi	0.02078568486417032	0.005533036153834077	3.7566508308041744	569.0133635596377	1.8994346995387555e-4
TRANCE	fixed	Age	-0.016547969770869503	0.002530307445707331	-6.539904784670791	571.607501244714	1.367239155316255e-10
TRANCE	fixed	GenderMale	-0.3144502392653329	0.06156717294501389	-5.107433462084913	574.6401110547506	4.4490897996431983e-7
TRANCE	fixed	Day4:AllocationPlacebo	-0.1698540490824927	0.10105736526131309	-1.680768627237469	1038.6155798865607	0.09310854206871763
TRANCE	fixed	Day7:AllocationPlacebo	-0.17969823789951267	0.10255206155319185	-1.7522635350075972	1047.0642668547937	0.08002120243453358
TRANCE	fixed	Day4:srf14Yes	-0.3095709251720834	0.12374818101713682	-2.501620004654562	1065.6948595601375	0.012511712377418169
TRANCE	fixed	Day7:srf14Yes	-0.6224680489543142	0.12323587930763412	-5.0510293954283005	1068.5457228020664	5.164703965058505e-7
TRANCE	fixed	AllocationPlacebo:srf14Yes	-0.22363745097766902	0.18235731268949384	-1.2263695251885198	1212.4979321691408	0.22029775445074345
TRANCE	fixed	Day4:AllocationPlacebo:srf14Yes	0.4401416415065612	0.19911079824655376	2.2105362711747314	1062.651275406358	0.02728039159835239
TRANCE	fixed	Day7:AllocationPlacebo:srf14Yes	0.44293224575507606	0.19944793870738375	2.220791293335529	1065.316042778888	0.026574808579596078
HGF	fixed	(Intercept)	-0.9060382206338965	0.292783538817144	-3.094566806229351	585.4973232851949	0.002065075690898606
HGF	fixed	Day4	-0.08102925312289722	0.060346508272677124	-1.3427330833586033	1038.2847415719332	0.17965188372143134
HGF	fixed	Day7	-0.0014898757501005202	0.0608369905467305	-0.024489635938781475	1042.9210915825197	0.9804667353374107
HGF	fixed	AllocationPlacebo	0.05100361055025189	0.10571872424358397	0.48244633025211026	1231.371424463249	0.629574663079165
HGF	fixed	srf14Yes	0.31355337613583845	0.1269440710836988	2.470011978181332	1215.4056727155323	0.013647367079097495
HGF	fixed	DEXcorrectedYes	0.08844134697350194	0.08742432769344968	1.0116331381308232	572.6337501495265	0.312140751393166
HGF	fixed	cbmi	0.012275114327688564	0.006090004103855181	2.015616757945696	569.01986844524	0.04430966394763777
HGF	fixed	Age	0.0060876613617912535	0.002785122594613374	2.185778598602886	571.6273035544812	0.029236792634926637
HGF	fixed	GenderMale	-0.021578763323422137	0.0677703906546974	-0.3184099001785294	574.6950157794729	0.7502897074226511
HGF	fixed	Day4:AllocationPlacebo	0.08909989315190475	0.11312871596079926	0.787597493661814	1039.7898129205344	0.4311116758460287
HGF	fixed	Day7:AllocationPlacebo	0.07510791970468748	0.11479379932221896	0.6542855114836323	1048.464425229054	0.5130713665845215
HGF	fixed	Day4:srf14Yes	0.17393328379860695	0.1384987212732984	1.2558475789490202	1067.3201997175504	0.2094460770655626
HGF	fixed	Day7:srf14Yes	0.2813012970280725	0.13792213606225695	2.0395659830927744	1070.1586137934034	0.0416387848992487
HGF	fixed	AllocationPlacebo:srf14Yes	-0.22475920759414705	0.20202011813999454	-1.1125585395331514	1228.8366034231717	0.2661156718176493
HGF	fixed	Day4:AllocationPlacebo:srf14Yes	0.22188354137214558	0.2228500868561186	0.9956627996084334	1064.1644069720714	0.3196403502742777
HGF	fixed	Day7:AllocationPlacebo:srf14Yes	0.13861369297400397	0.22322249944955638	0.6209664944878361	1066.8710688674769	0.5347543076455414
IL-12B	fixed	(Intercept)	1.097148561552971	0.24419964662990146	4.492834353752209	582.9725063196641	8.477690848356243e-6
IL-12B	fixed	Day4	-0.7191561032230951	0.04737829423629907	-15.179020579261605	1033.8800425990964	3.9379998403400794e-47
IL-12B	fixed	Day7	-0.7875788701486675	0.04776972226428531	-16.486988678548276	1038.0823859274942	2.0259518578778913e-54
IL-12B	fixed	AllocationPlacebo	-0.04544435989111064	0.08624886982099844	-0.5268980333936689	1172.0847785230221	0.59836410217326
IL-12B	fixed	srf14Yes	0.05896194152785062	0.10361206499629912	0.5690644379103598	1156.7703382207317	0.5694228813897583
IL-12B	fixed	DEXcorrectedYes	-1.0899756754455958	0.07296406177423959	-14.938527940208758	571.7755697284674	7.669798643047506e-43
IL-12B	fixed	cbmi	0.01421394142631861	0.00508365746165772	2.796006916973437	568.4260808225197	0.005348802720796721
IL-12B	fixed	Age	1.0092361727255922e-4	0.0023245675737803176	0.04341608237631597	570.9750921274136	0.9653850363300764
IL-12B	fixed	GenderMale	-0.1639303263078389	0.05655454143852825	-2.898623561222265	573.9095381448349	0.0038913002110091987
IL-12B	fixed	Day4:AllocationPlacebo	0.04404404516396465	0.08882145143083878	0.4958717117819195	1035.0937472115643	0.620090192116669
IL-12B	fixed	Day7:AllocationPlacebo	0.12830696996258198	0.0901511672482081	1.4232424701648252	1042.9724240437242	0.15496492917573398
IL-12B	fixed	Day4:srf14Yes	-0.37161640133452545	0.10882726261637096	-3.4147362747192993	1060.99066734692	6.625908588073089e-4
IL-12B	fixed	Day7:srf14Yes	-0.5245798811050603	0.10838339798394347	-4.840039072983987	1063.860058857467	1.4899489476631268e-6
IL-12B	fixed	AllocationPlacebo:srf14Yes	0.1407508863259643	0.16482665498198687	0.8539327958899992	1169.6387319441205	0.3933170790036251
IL-12B	fixed	Day4:AllocationPlacebo:srf14Yes	0.10547255332414542	0.1750921074886498	0.6023832532313461	1058.226541435929	0.5470481059886463
IL-12B	fixed	Day7:AllocationPlacebo:srf14Yes	-0.02944448620982574	0.1753984310523803	-0.16787200451657722	1060.781646835092	0.8667159732511908
MMP-10	fixed	(Intercept)	-0.027825528304308577	0.3026376082714438	-0.09194339217534099	586.486132057042	0.9267744111507542
MMP-10	fixed	Day4	-0.3979120236622145	0.04683809572063634	-8.495478254187413	1030.7383947347362	6.818391520003452e-17
MMP-10	fixed	Day7	-0.5061403833107496	0.047243520109081685	-10.713435030711302	1033.5583170881093	1.8059223999355071e-25
MMP-10	fixed	AllocationPlacebo	-0.13235377811430624	0.09981333862765736	-1.3260129350851333	984.8619604913797	0.18514285915703318
MMP-10	fixed	srf14Yes	0.17172039472270798	0.1200859090099245	1.429979554957744	973.5023441796515	0.1530437377846591
MMP-10	fixed	DEXcorrectedYes	-0.5680403827350755	0.09058212919523481	-6.2709983501354705	579.7505869459357	7.015072652823392e-10
MMP-10	fixed	cbmi	-0.00940338934520573	0.006314842702024606	-1.4890932029377237	577.2782994185626	0.13700891896109033
MMP-10	fixed	Age	0.016157985621182414	0.002886161083733139	5.5984351366427125	579.4608146476904	3.342110123959942e-8
MMP-10	fixed	GenderMale	0.08263845935329749	0.07018022544915146	1.17751772417962	581.8391841021785	0.2394703528026051
MMP-10	fixed	Day4:AllocationPlacebo	0.0631622112430265	0.08781656965935768	0.71925163426485506	1031.1953913790692	0.4721488504202985
MMP-10	fixed	Day7:AllocationPlacebo	0.26093594169850665	0.08919671002230399	2.9253987241598773	1036.5200903483833	0.003515127203881247
MMP-10	fixed	Day4:srf14Yes	-0.1106903888162072	0.1078697910194562	-1.026148171513953	1050.7863616651764	0.3050579055242991
MMP-10	fixed	Day7:srf14Yes	-0.048327585412370144	0.10746316602605768	-0.4497130244669291	1053.4276833291503	0.653009896565221
MMP-10	fixed	AllocationPlacebo:srf14Yes	0.13396772367445683	0.19079308662479968	0.7021623584187218	983.1981584126262	0.48274410573996696
