Assay	effect	term	estimate	std.error	statistic	df	p.value
AXIN1	fixed	DEXcorrectedYes	-0.04116645456831508	0.08602605906985111	-0.47853470231489853	568.2392492764926	0.6324537459048241
AXIN1	fixed	cbmi	-4.067810272896325e-4	0.005991313346003552	-0.06789513480562186	564.3551967031857	0.9458931589560131
AXIN1	fixed	Age	-0.002130215340976819	0.0027404006216386304	-0.7773371981294657	566.9840443387382	0.4372840608564156
AXIN1	fixed	GenderMale	0.06841430089943061	0.06669405282687875	1.0257931254682813	570.1634652365408	0.30542410177861357
AXIN1	fixed	Day4:AllocationPlacebo	-0.043789086810523244	0.11871208410705048	-0.3688679812160972	1039.8989063578372	0.7123012161792106
AXIN1	fixed	Day7:AllocationPlacebo	-0.07108644871389139	0.12042462254679742	-0.5902982895899628	1049.5073045307322	0.5551177627010258
AXIN1	fixed	Day4:srf14Yes	-0.08085841358522304	0.14520445369927037	-0.556859046160437	1069.2362160634411	0.5777402713078381
AXIN1	fixed	Day7:srf14Yes	-0.04073790008507198	0.1445872852635946	-0.2817529910102635	1072.0079129704943	0.7781872982841439
AXIN1	fixed	AllocationPlacebo:srf14Yes	-0.0567583312448247	0.20397544428965247	-0.27826060848886214	1288.1612708307475	0.780856969542472
AXIN1	fixed	Day4:AllocationPlacebo:srf14Yes	0.22901927489679413	0.23366458777264826	0.980119739494399	1065.6121030988415	0.3272494790537527
AXIN1	fixed	Day7:AllocationPlacebo:srf14Yes	0.05846258968825102	0.23403466985626867	0.24980311559887924	1068.4881626345168	0.802787627031847
TRAIL	fixed	(Intercept)	0.7185248670796909	0.2873073828832844	2.5008924583451586	567.4651634297547	0.01266885681525232
TRAIL	fixed	Day4	0.3154191428952523	0.05834112215182195	5.40646342170849	1020.0530012078902	8.005264572504999e-8
TRAIL	fixed	Day7	0.4915498923360058	0.05881730568603213	8.357232392791133	1024.6446832026181	2.071799768065252e-16
TRAIL	fixed	AllocationPlacebo	0.19207599312187545	0.10316158462289635	1.861894559142366	1203.0752128512704	0.06286163387988182
TRAIL	fixed	srf14Yes	-0.19308335992819928	0.12388758926513652	-1.5585367434584128	1186.8496705615348	0.11937266175189988
TRAIL	fixed	DEXcorrectedYes	-0.33531577128962725	0.08580344156932375	-3.907952468534882	555.1987298207235	1.0457344308946967e-4
TRAIL	fixed	cbmi	0.0060572468732776686	0.005977379238307242	1.0133616476027787	551.6993723456989	0.3113316602759481
TRAIL	fixed	Age	-0.01212203991326228	0.0027335209148200883	-4.434588317046081	554.2591379640018	1.1127644794655447e-5
TRAIL	fixed	GenderMale	-0.11548224098972826	0.06651206288020509	-1.7362601006335254	557.2540700625245	0.08307053638302254
TRAIL	fixed	Day4:AllocationPlacebo	-0.2566771278910802	0.10937050659044403	-2.3468587272092485	1021.5027358886975	0.019122656488338188
TRAIL	fixed	Day7:AllocationPlacebo	-0.148953862530856	0.11098732693966092	-1.3420799170326525	1030.0998993248043	0.17986581190936052
TRAIL	fixed	Day4:srf14Yes	-0.31043686564843637	0.13392470365343767	-2.3179955391334395	1049.0446772284804	0.020641176443668818
TRAIL	fixed	Day7:srf14Yes	-0.3562019711307744	0.13336993949013723	-2.6707815306245655	1051.9405335314675	0.0076842545443686055
TRAIL	fixed	AllocationPlacebo:srf14Yes	-0.14895264640269146	0.19713718753817064	-0.7555786316260119	1200.4903374802855	0.45005009174939314
TRAIL	fixed	Day4:AllocationPlacebo:srf14Yes	0.278078965628602	0.21548539740585682	1.2904770762951194	1045.9403034591887	0.19717026171884205
TRAIL	fixed	Day7:AllocationPlacebo:srf14Yes	0.12440191950240893	0.21584975892909172	0.5763356888588229	1048.6522786262583	0.5645119800796485
CXCL9	fixed	(Intercept)	-0.947299162752742	0.29830076409307354	-3.1756511440150814	584.9180003311209	0.001573688399682939
CXCL9	fixed	Day4	-0.11459386285812966	0.054317535714837446	-2.1097029044126363	1033.809752022911	0.035123814057454246
CXCL9	fixed	Day7	-0.024669643512502018	0.05477317307413741	-0.45039646469104117	1037.575315255776	0.6525186867004962
CXCL9	fixed	AllocationPlacebo	0.07824905275745905	0.10312596241098862	0.7587716121922097	1115.7983916498429	0.4481494372950381
CXCL9	fixed	srf14Yes	0.4892654939984971	0.1239426040175149	3.9475166580279106	1101.4909106992288	8.397274611752908e-5
CXCL9	fixed	DEXcorrectedYes	-0.18308397630853315	0.08918079770127849	-2.052952889273253	575.2050693161826	0.04052892281465834
CXCL9	fixed	cbmi	-0.0033194973662381815	0.006214666395717125	-0.5341392690886567	572.1128974331294	0.5934526666157223
CXCL9	fixed	Age	0.017137344296041485	0.0028413313864872605	6.031448629168311	574.5844428239269	2.9107768406448333e-9
CXCL9	fixed	GenderMale	0.13541968855901493	0.06911576453350941	1.9593169441590907	577.3758683377409	0.0505564631140919
CXCL9	fixed	Day4:AllocationPlacebo	-0.1362851461711174	0.10183411089874878	-1.3383054554934197	1034.7581674511669	0.181090875248953
CXCL9	fixed	Day7:AllocationPlacebo	-0.06916138442789103	0.10338296427764515	-0.668982408379695	1041.8325119874764	0.5036549067246183
CXCL9	fixed	Day4:srf14Yes	-0.14633531524478352	0.1248686479698784	-1.1719139882101026	1058.8281456194072	0.2414952124038265
CXCL9	fixed	Day7:srf14Yes	0.1655665613852913	0.12437044330078464	1.3312372054900181	1061.6751048308536	0.18339675498118463
CXCL9	fixed	AllocationPlacebo:srf14Yes	-0.12291049092329796	0.19709388747546702	-0.6236139156705054	1113.5346018240753	0.5330088856634575
CXCL9	fixed	Day4:AllocationPlacebo:srf14Yes	0.38124794576043725	0.20088497635475708	1.8978420023166112	1056.444485296172	0.05798929689439738
CXCL9	fixed	Day7:AllocationPlacebo:srf14Yes	-0.15646356223887042	0.20125192723294136	-0.7774512492383234	1058.8287928074262	0.4370662516337711
CST5	fixed	(Intercept)	-1.3608175058615362	0.32652792333172265	-4.167537930528133	573.8582188131018	3.553973066024276e-5
CST5	fixed	Day4	0.09726930032662272	0.04409479606934021	2.2059133729446034	1014.9486091658051	0.02761351684576738
CST5	fixed	Day7	0.315687708368169	0.04448402429220955	7.096653537783791	1017.1654896465955	2.39386308440174e-12
CST5	fixed	AllocationPlacebo	-0.12282495697033485	0.10433322980579388	-1.177237177445398	881.2519411770628	0.23941870190145714
CST5	fixed	srf14Yes	-0.2829579885803439	0.1256164938434906	-2.2525544211804687	872.2443630631258	0.024535119953429954
CST5	fixed	DEXcorrectedYes	0.10313104332626931	0.097800069381979507	1.054508897365589	568.9421361146789	0.2920975905344906
CST5	fixed	cbmi	0.006488446348513753	0.006819861543076507	0.9514044101233688	566.946781127899	0.3418045343742342
CST5	fixed	Age	0.014434450146225736	0.003116216407374656	4.632043561565881	568.8181366380688	4.491798187060313e-6
CST5	fixed	GenderMale	0.25096619074605736	0.07575442342560955	3.3128915698567076	570.8175641796628	9.818048808637662e-4
CST5	fixed	Day4:AllocationPlacebo	0.037141562969551546	0.08267497870538519	0.4492479290730348	1015.1580149426782	0.6533487084438885
CST5	fixed	Day7:AllocationPlacebo	0.14926937418506664	0.08400125922662535	1.7769897208606804	1019.3604794281073	0.07586807784617193
CST5	fixed	Day4:srf14Yes	-0.22929627708498476	0.10167689376371854	-2.25514636214039	1031.4845294311328	0.02433311680077425
CST5	fixed	Day7:srf14Yes	-0.1548155904774939	0.10131071131705097	-1.5281265767940362	1033.8685204726817	0.12678698575622532
CST5	fixed	AllocationPlacebo:srf14Yes	0.15044653514511486	0.19945333068582066	0.7542944238023208	880.0628691960699	0.4508742270312892
CST5	fixed	Day4:AllocationPlacebo:srf14Yes	0.1850180841226556	0.1635338773282634	1.1313746554866226	1030.331712538353	0.2581606932480565
CST5	fixed	Day7:AllocationPlacebo:srf14Yes	-0.09465906884725984	0.16388097091634887	-0.5776086651059534	1031.9829214436645	0.5636543523097012
OSM	fixed	(Intercept)	-0.17369867623103918	0.30285212345304585	-0.5735428705289214	577.4190376680672	0.5665004906333106
OSM	fixed	Day4	0.03659244909013983	0.05749754514608532	0.6364175896061052	1027.754362093597	0.5246459865125179
OSM	fixed	Day7	0.1531396006075697	0.05797515342572462	2.641469518554459	1031.8240413553708	0.008379538726535195
OSM	fixed	AllocationPlacebo	0.027368310005675484	0.10616345817247519	0.25779407035905333	1147.1771105814155	0.7966120775602119
OSM	fixed	srf14Yes	0.04846118808388446	0.12755575660373838	0.3799216074146525	1132.0748691204033	0.704074869291065
OSM	fixed	DEXcorrectedYes	0.27284198282007366	0.0905076444457776	3.0145739013628967	566.8025324877045	0.002688542037845714
OSM	fixed	cbmi	-0.002333120311531952	0.0063063834254005685	-0.3699616966096153	563.5574798473282	0.7115500195107212
OSM	fixed	Age	-0.003962152032385065	0.0028835327068286406	-1.374061762157957	566.0706444352364	0.16996631672988036
OSM	fixed	GenderMale	0.19578033292776562	0.07014969713090455	2.790893488284418	568.9439965476748	0.005432693150799129
OSM	fixed	Day4:AllocationPlacebo	0.16776644264177246	0.10779365715132505	1.5563665532402822	1028.8779779281344	0.11992848048805838
OSM	fixed	Day7:AllocationPlacebo	0.1389495922326727	0.10941650801898724	1.269914336953255	1036.513807821756	0.20440015883696872
OSM	fixed	Day4:srf14Yes	0.15715563812601818	0.13210889691843883	1.1895916307820107	1054.2857088117196	0.2344747660284533
OSM	fixed	Day7:srf14Yes	0.16633154743916329	0.1315740901592286	1.264166426975644	1057.1683801649956	0.20644895058205728
OSM	fixed	AllocationPlacebo:srf14Yes	-0.004317609018752938	0.202889675910489	-0.021280575265238154	1144.7684655815776	0.9830255475091406
OSM	fixed	Day4:AllocationPlacebo:srf14Yes	0.033340442252204595	0.2125438086432143	0.15686386004389044	1051.6418119584148	0.8753822516992867
OSM	fixed	Day7:AllocationPlacebo:srf14Yes	0.07252405704853623	0.21292138283339318	0.3406142496514072	1054.1525581394308	0.7334618680040936
CXCL1	fixed	(Intercept)	0.45616784846294894	0.30301320103567303	1.5054388617519188	577.9461568316035	0.13275759482917807
CXCL1	fixed	Day4	-0.32260008006297736	0.05784724329074062	-5.576758056413981	1028.446925507879	3.131293873177173e-8
CXCL1	fixed	Day7	-0.22803415908385752	0.05832710371087676	-3.9095745301225033	1032.5532160706725	9.849111258862865e-5
CXCL1	fixed	AllocationPlacebo	0.0038219136745746146	0.10642167815998486	0.03591292432758944	1152.7750171747712	0.9713580079358362
CXCL1	fixed	srf14Yes	-0.12426059288837918	0.1278609285280013	-0.9718417840299537	1137.5983285329612	0.3313358533057793
CXCL1	fixed	DEXcorrectedYes	-0.35185961232136687	0.09055104845124863	-3.885759671913716	567.1915430694839	1.140533021401579e-4
CXCL1	fixed	cbmi	0.00663242457348785	0.006309305668241813	1.051213068796535	563.9222695295102	0.29361099542440516
CXCL1	fixed	Age	-0.004853209993498521	0.0028849049638087886	-1.6822772515497644	566.4431038819577	0.09306620662921283
CXCL1	fixed	GenderMale	0.12209142940843737	0.07018407983131138	1.7395886603042483	569.3301798051031	0.08247169813848143
CXCL1	fixed	Day4:AllocationPlacebo	0.04529607960875133	0.10844891728285595	0.4176720316221351	1029.5939429654825	0.6762740084014645
CXCL1	fixed	Day7:AllocationPlacebo	0.19958706248797323	0.11007932601984817	1.8131203169974544	1037.2970289175273	0.07010219680573616
CXCL1	fixed	Day4:srf14Yes	0.13163362147311963	0.13290275376348498	0.9904506697233384	1055.1468840865716	0.3221809600170802
CXCL1	fixed	Day7:srf14Yes	0.10378942511768084	0.13236370287310767	0.7841230100458888	1058.0290045026545	0.4331434445466895
CXCL1	fixed	AllocationPlacebo:srf14Yes	0.2886677693825312	0.2033818740855914	1.4193387226879814	1150.353140113088	0.15607119293007177
CXCL1	fixed	Day4:AllocationPlacebo:srf14Yes	0.10676377152304138	0.21382254589805433	0.49931016897508973	1052.4704978416814	0.6176652465841735
CXCL1	fixed	Day7:AllocationPlacebo:srf14Yes	-0.15681554804676873	0.21420093335350718	-0.7320955403493397	1054.9946678194508	0.46427285345354374
CCL4	fixed	(Intercept)	-0.9269290576436227	0.303494752208175	-3.054184795287062	571.2754782183773	0.002361878300435777
CCL4	fixed	Day4	0.43474877446043453	0.05238781033895452	8.2986628310587	1018.7769041074347	3.3133033352649617e-16
CCL4	fixed	Day7	0.7353496344610093	0.05283231482132911	13.918557930839308	1022.2458263102142	1.867544718729045e-40
CCL4	fixed	AllocationPlacebo	0.10482789957455586	0.10318678388391612	1.0159043205812672	1056.4506074429348	0.3099075499517085
CCL4	fixed	srf14Yes	0.027836856107737628	0.12406035852530695	0.22438155458062145	1042.904707577754	0.822504373098164
CCL4	fixed	DEXcorrectedYes	-0.1360405297047453	0.0907725291936036	-1.4986971379258602	562.7564098465314	0.13451294108938383
CCL4	fixed	cbmi	0.016633449985153606	0.006326484612885233	2.629177339857279	559.9074404531351	0.008794333546175852
CCL4	fixed	Age	3.763907682232026e-4	0.0028921204894236468	0.1301435294966605	562.2692109274406	0.8964994167948759
CCL4	fixed	GenderMale	0.1758467050667659	0.07034215574793944	2.499876541982679	564.9009941022316	0.012706118783530661
CCL4	fixed	Day4:AllocationPlacebo	-0.14087657521250524	0.09821850325462553	-1.434318082075546	1019.5450329192832	0.15178814984249495
CCL4	fixed	Day7:AllocationPlacebo	-0.10369288701319597	0.09973028073662386	-1.0397332309435374	1026.073963880014	0.29870879190358157
CCL4	fixed	Day4:srf14Yes	0.07674052385217203	0.12050954070410765	0.6368004010619907	1042.384745040727	0.5243946819834173
CCL4	fixed	Day7:srf14Yes	0.08238174738706262	0.12003764810363016	0.686299246016061	1045.2215971139794	0.4926766347607888
CCL4	fixed	AllocationPlacebo:srf14Yes	-0.13389092826236504	0.1972212470069273	-0.6788869368504813	1054.3450212704129	0.49735849251636255
CCL4	fixed	Day4:AllocationPlacebo:srf14Yes	0.16815527616906095	0.19386074759412572	0.8674023919536165	1040.2592649505057	0.38592161159075955
CCL4	fixed	Day7:AllocationPlacebo:srf14Yes	-0.004676614681431142	0.19422669775653692	-0.02407812486877204	1042.5310270301168	0.9807948998236616
CD6	fixed	(Intercept)	0.3270168153467894	0.29966559036150264	1.0912724912870093	582.1516184257872	0.27560444195172756
CD6	fixed	Day4	0.07199744308339749	0.05290901551792137	1.360778354664537	1030.1839687840456	0.17388136124398781
CD6	fixed	Day7	0.3655435553657193	0.05335584134192973	6.851050347480073	1033.7615210797126	1.2569668156715037e-11
CD6	fixed	AllocationPlacebo	-0.05879848375675338	0.10259057402941012	-0.5731372917349828	1086.1881598510822	0.566670369198961
CD6	fixed	srf14Yes	-0.1660044329108618	0.12332503811028366	-1.346072423366389	1072.3699600770067	0.1785636404598296
CD6	fixed	DEXcorrectedYes	-0.1941210086388336	0.08961158148150593	-2.166249110098524	573.1117491206027	0.030703668858939836
CD6	fixed	cbmi	0.012286306487740047	0.006245204918227001	1.9673183904473226	570.1496103742245	0.04963090442241943
CD6	fixed	Age	-0.006168643736013113	0.0028551017340989787	-2.1605688029746624	572.5688190724687	0.03114275742748539
CD6	fixed	GenderMale	-0.3872547924158791	0.06944551142271108	-5.57638333251922	575.2791929249182	3.781237786299159e-8
CD6	fixed	Day4:AllocationPlacebo	0.11561975366177035	0.09919478631548369	1.1655829701981306	1031.0218854081395	0.24405267227280308
CD6	fixed	Day7:AllocationPlacebo	0.12230071071564402	0.10071413920457704	1.2143350643867288	1037.7498546550498	0.22489605754220446
CD6	fixed	Day4:srf14Yes	-0.013896860779920615	0.1216762210910594	-0.11421180453591304	1054.2844475588056	0.9090916403653683
CD6	fixed	Day7:srf14Yes	-0.2763895048458983	0.12119596790829079	-2.2805173275652435	1057.1160225175388	0.022775389564422033
CD6	fixed	AllocationPlacebo:srf14Yes	-0.014865779137385153	0.19607712823021048	-0.07581597747561623	1084.0220875465454	0.9395794937397289
CD6	fixed	Day4:AllocationPlacebo:srf14Yes	-0.17256775722095202	0.195742259742175	-0.8816070553607196	1052.0624819291522	0.3781907061953793
CD6	fixed	Day7:AllocationPlacebo:srf14Yes	-0.4156439721348488	0.19610679710135281	-2.119477643194763	1054.37182748013	0.0342833178980566
SCF	fixed	(Intercept)	-0.042408423644643756	0.30701090131647213	-0.13813328276877185	575.0260326451134	0.8901834391628205
SCF	fixed	Day4	-0.39479577995480286	0.04813788094531095	-8.201353532851334	1019.8070679794407	7.100352789704376e-16
SCF	fixed	Day7	-0.3733801166453583	0.04855365613944878	-7.690051508644169	1022.7209095029056	3.445092423963603e-14
SCF	fixed	AllocationPlacebo	0.005398415046121361	0.1015987692726187	0.05313465000383875	982.9107743845436	0.9576354206420334
SCF	fixed	srf14Yes	-0.036243642619663466	0.12222457660798867	-0.2965331819958586	971.2246649956496	0.7668863290827413
SCF	fixed	DEXcorrectedYes	-0.38369582604716257	0.09188395612013615	-4.175874029036028	568.1485889682609	3.434874744092831e-5
SCF	fixed	cbmi	0.010024819450431963	0.006405414786469381	1.5650539090158708	565.6508988597727	0.1181295145580259
SCF	fixed	Age	0.008015006408264263	0.0029276303147084976	2.737711236284391	567.8408917929595	0.006380822143371516
SCF	fixed	GenderMale	-0.22443286850903416	0.07119054462128278	-3.1525656911738076	570.2332385146648	0.001703468245326029
SCF	fixed	Day4:AllocationPlacebo	-0.01154289209072551	0.09025325505224539	-0.12789446856009362	1020.2992584209582	0.8982576911150338
SCF	fixed	Day7:AllocationPlacebo	0.07784598913995237	0.09166848607206596	0.8492121172237217	1025.7995359206338	0.3959614080196675
SCF	fixed	Day4:srf14Yes	-0.27080306915701874	0.11084873759424597	-2.4429964204759314	1040.4266779218822	0.014731311524411188
SCF	fixed	Day7:srf14Yes	-0.26396133194536825	0.11042899998300269	-2.3903262004183445	1043.1175688686556	0.017010029993743892
SCF	fixed	AllocationPlacebo:srf14Yes	-0.19279196224040057	0.19420374765322454	-0.9927303904796684	981.1843929123437	0.32108611015390076
SCF	fixed	Day4:AllocationPlacebo:srf14Yes	0.09737957458379626	0.17830381794925437	0.546144079828457	1038.7505476569117	0.5850841766354717
SCF	fixed	Day7:AllocationPlacebo:srf14Yes	-0.1354560927852941	0.17865835463184931	-0.7581850457786901	1040.7656721858637	0.44851185684426
IL18	fixed	(Intercept)	-0.13147482822077416	0.3350686497020299	-0.3923817651627277	578.6680055285552	0.6949206387665678
IL18	fixed	Day4	-0.34740380598341053	0.03397634419774654	-10.224873045830865	1014.3319512305263	2.0064658975605697e-23
IL18	fixed	Day7	-0.6507039151313331	0.03428456628695452	-18.979499687558533	1015.6136153249015	5.496881194511606e-69
IL18	fixed	AllocationPlacebo	-0.06244569134190712	0.10206518376137516	-0.6118216716084396	753.6794009010274	0.5408402616768901
IL18	fixed	srf14Yes	0.0907250871748547	0.12303076437674758	0.7374178940889474	748.5345666291745	0.46109934247516116
IL18	fixed	DEXcorrectedYes	-0.17972874046702786	0.10044981894709513	-1.7892390683320925	576.0424928277853	0.07410157927285747
IL18	fixed	cbmi	0.020606758186098188	0.007007459744331695	2.9406887713863656	574.7911311055217	0.0034066203654954247
IL18	fixed	Age	-0.002377076465408681	0.0032006735934211774	-0.742680062813853	576.065433098557	0.4579781363364258
IL18	fixed	GenderMale	0.22714936790556425	0.07777531228085267	2.920584453397118	577.3936136608663	0.003630215664263389
IL18	fixed	Day4:AllocationPlacebo	-0.036108199880128616	0.06370412419754343	-0.5668110241678989	1014.3069796031899	0.5709679827505487
IL18	fixed	Day7:AllocationPlacebo	0.0700156567314741	0.06475590319339665	1.0812243097338776	1016.7527102356042	0.2798537258822606
IL18	fixed	Day4:srf14Yes	0.08189023022131425	0.07849167420298844	1.0432982995054578	1024.6336259289099	0.2970562411423389
IL18	fixed	Day7:srf14Yes	0.1273439426681551	0.07823135690918526	1.6277864490575322	1026.3132699752427	0.10387710130105282
IL18	fixed	AllocationPlacebo:srf14Yes	-0.06459894226693154	0.19514433061869924	-0.3310316116390496	753.1630426777554	0.7407126836410393
IL18	fixed	Day4:AllocationPlacebo:srf14Yes	0.17210199837900922	0.126229006152216	1.363410864310191	1024.0815328388512	0.17305270640663772
IL18	fixed	Day7:AllocationPlacebo:srf14Yes	-0.20675497954231653	0.12652081852346708	-1.6341577769983175	1025.142699339469	0.10253275652300158
SLAMF1	fixed	(Intercept)	-0.8232333747100671	0.29778378718108717	-2.7645339005962923	571.0325471803378	0.005884558388553223
SLAMF1	fixed	Day4	-0.16726062545353926	0.05931197103109363	-2.820014620081581	1022.9723724375078	0.00489490735788057
SLAMF1	fixed	Day7	-0.22500818223918315	0.05979863900041151	-3.762764270230878	1027.4067328080864	1.7755139061996681e-4
SLAMF1	fixed	AllocationPlacebo	-0.17862903462634125	0.10616638351951849	-1.6825385654537308	1187.210111798598	0.09272740224619185
SLAMF1	fixed	srf14Yes	-0.33033035393599	0.1275145687529107	-2.590530299138464	1171.3010062592875	0.009701824542869842
SLAMF1	fixed	DEXcorrectedYes	-0.3015924916583546	0.08895060935436136	-3.3905612771787847	559.2571755048097	7.467221337465402e-4
SLAMF1	fixed	cbmi	0.01676897672116127	0.006196998580970324	2.7059836309556795	555.8291464904057	0.007019385479148005
SLAMF1	fixed	Age	0.010248229439856971	0.0028338281708817662	3.6163905578891047	558.3803224856836	3.257985273661174e-4
SLAMF1	fixed	GenderMale	0.2221576581036768	0.06894915772140894	3.222050354861639	561.344075330212	0.0013465267906594962
SLAMF1	fixed	Day4:AllocationPlacebo	-0.03612872338710601	0.11119200780622614	-0.3249219444806446	1024.3217203476268	0.7453064959606158
SLAMF1	fixed	Day7:AllocationPlacebo	0.3522119057982727	0.11284478678293296	3.1212067109115447	1032.6292656393114	0.001851148012357748
SLAMF1	fixed	Day4:srf14Yes	-0.053208448782158344	0.1361900729826916	-0.39069256383261214	1051.2330907108228	0.6961036561376088
SLAMF1	fixed	Day7:srf14Yes	0.181887011734987	0.1356295968867239	1.3410569367606149	1054.1285839500397	0.18019084797734283
SLAMF1	fixed	AllocationPlacebo:srf14Yes	0.3344034224830703	0.2028839176543484	1.6482500256762123	1184.6699234431867	0.09956653215729945
SLAMF1	fixed	Day4:AllocationPlacebo:srf14Yes	0.27549716525552875	0.21912416160327142	1.2572651196462843	1048.2686723717368	0.20893768714415606
SLAMF1	fixed	Day7:AllocationPlacebo:srf14Yes	-0.2798621840976834	0.21950018821982356	-1.2749974675074487	1050.921022918904	0.20259193938438003
TGF-alpha	fixed	(Intercept)	-0.48065902630035756	0.3003018494146597	-1.600586300874421	574.0217991400131	0.11001875829030078
TGF-alpha	fixed	Day4	-0.08682933414117754	0.05926512258263095	-1.465100051385449	1025.6357659876892	0.14320008873173617
TGF-alpha	fixed	Day7	0.08545436274395052	0.0597525978488475	1.4301363592612193	1029.991990851489	0.15298115415060642
TGF-alpha	fixed	AllocationPlacebo	0.03403401115217149	0.10670839009453865	0.31894409729187123	1180.81934785773	0.7498253129679913
TGF-alpha	fixed	srf14Yes	-0.04984492639549343	0.12817433034930004	-0.38888384483582855	1165.0937842022229	0.697433130756786
TGF-alpha	fixed	DEXcorrectedYes	0.26179032015650466	0.0897113515561719	2.918140409383836	562.4624043159223	0.0036620451387680145
TGF-alpha	fixed	cbmi	9.970046568802654e-4	0.00625017550474819	0.15951626576291367	559.0649020983217	0.8733197558985927
TGF-alpha	fixed	Age	7.610797822383517e-4	0.002858084714490538	0.2662901412192803	561.6136169976021	0.7901135003354736
TGF-alpha	fixed	GenderMale	0.1765451643670809	0.06953763343748773	2.5388434382914364	564.5648623209393	0.011389308210615668
TGF-alpha	fixed	Day4:AllocationPlacebo	0.27359198386448114	0.11110484998067613	2.462466615202356	1026.9376434497287	0.013961790725165648
TGF-alpha	fixed	Day7:AllocationPlacebo	0.1836212454533468	0.11276053948534139	1.6284175855438963	1035.1010097411904	0.10374066903675394
TGF-alpha	fixed	Day4:srf14Yes	0.23134354113554828	0.13609972658185035	1.6998090073047893	1053.5195539969636	0.08946203501187855
TGF-alpha	fixed	Day7:srf14Yes	0.26490137585098694	0.1355413763310117	1.9543949089321577	1056.4099690596897	0.05091804396893291
TGF-alpha	fixed	AllocationPlacebo:srf14Yes	-0.11048549145779438	0.20392191908135085	-0.5418029212137723	1178.307287222073	0.5880567125622898
TGF-alpha	fixed	Day4:AllocationPlacebo:srf14Yes	-0.04806492416903707	0.2189759238156075	-0.2194986705913431	1050.6234935402026	0.8263042521634117
TGF-alpha	fixed	Day7:AllocationPlacebo:srf14Yes	0.16807475676175224	0.2193542869811487	0.7662250830602484	1053.2444507116304	0.4437140742899838
MCP-4	fixed	(Intercept)	-0.5482782900715165	0.32115396673016194	-1.7072131963800017	577.1312093192582	0.08832028529194082
MCP-4	fixed	Day4	0.3154337913368543	0.04377028199556847	7.206574345780784	1018.4137012130982	1.1157856631808774e-12
MCP-4	fixed	Day7	0.5910144668533248	0.044156196637464826	13.384632551252658	1020.6631916376372	9.269653890715276e-38
MCP-4	fixed	AllocationPlacebo	-0.09808675202356602	0.10281510985583182	-0.9540110608363309	890.2518418421248	0.3403370039561834
MCP-4	fixed	srf14Yes	-0.4162495372962474	0.12378298368104801	-3.3627363383710227	881.0992028707042	8.049953026771111e-4
MCP-4	fixed	DEXcorrectedYes	-0.2676222389869422	0.09618662694505566	-2.7823227353612796	572.1006852351328	0.005575262084880967
MCP-4	fixed	cbmi	0.00115192414113289	0.006707242122220522	0.17174333655209245	570.0715336867681	0.8637002613917555
MCP-4	fixed	Age	0.006657660412986853	0.003064803886701436	2.1722957354221806	571.9678246392313	0.030243358324551814
MCP-4	fixed	GenderMale	0.11173236786776555	0.07450581334386973	1.4996463074912367	573.9960970673375	0.1342558392990952
MCP-4	fixed	Day4:AllocationPlacebo	0.010083819390319012	0.08206645447248832	0.1228738277428505	1018.6358803731529	0.9022312489452784
MCP-4	fixed	Day7:AllocationPlacebo	0.049488264612066526	0.08338136683070842	0.5935170709367714	1022.899050264923	0.5529663748596492
MCP-4	fixed	Day4:srf14Yes	0.2763130834623664	0.10092099354315212	2.737914815951743	1035.1419319987585	0.006289044355739551
MCP-4	fixed	Day7:srf14Yes	0.31020703226325186	0.10055644862089444	3.0849044145617777	1037.5406750131076	0.002090080166350609
MCP-4	fixed	AllocationPlacebo:srf14Yes	0.3297855702551915	0.19654995248929288	1.6778715338186443	889.0341921640876	0.09372365135906059
MCP-4	fixed	Day4:AllocationPlacebo:srf14Yes	0.06914650466086078	0.16231896525512676	0.4259915318717005	1033.9650113922698	0.6702026771725104
MCP-4	fixed	Day7:AllocationPlacebo:srf14Yes	-0.28312314182340514	0.1626622613415149	-1.7405582554208967	1035.633234415105	0.08205804662498752
CCL11	fixed	(Intercept)	-0.12863031128301008	0.3079497197948182	-0.41769906908411647	574.9720665518831	0.6763230882449334
CCL11	fixed	Day4	0.3603985244009877	0.05242596758236505	6.874427712464727	1022.0457753843374	1.0813507615879396e-11
CCL11	fixed	Day7	0.5474621094111164	0.052872031178389595	10.354474704480065	1025.4211999388185	5.771626891716867e-24
CCL11	fixed	AllocationPlacebo	0.004726280042406724	0.1042706191548762	0.045327054550109096	1048.3114762515333	0.9638552557609575
CCL11	fixed	srf14Yes	-0.2740290372039847	0.12537476237206405	-2.1856794144165312	1035.067973173411	0.02906257113202593
CCL11	fixed	DEXcorrectedYes	0.0021590956110765194	0.09211443776725908	0.023439274704490927	566.6918687400453	0.9813081278024491
CCL11	fixed	cbmi	-0.011983112556188048	0.006420235085554088	-1.8664600900909012	563.8880428237101	0.062495849009981244
CCL11	fixed	Age	0.0032763496874804597	0.0029348924398142993	1.1163440414490167	566.2329401879595	0.2647483948928058
CCL11	fixed	GenderMale	0.08047620538744492	0.07138015132293521	1.1274311401128545	568.8375006136278	0.26003557333519184
CCL11	fixed	Day4:AllocationPlacebo	0.008392531824438085	0.0982905418434826	0.08538493803200632	1022.7670481875015	0.9319720781554279
CCL11	fixed	Day7:AllocationPlacebo	0.11399404838343434	0.0998078124258354	1.1421355263961963	1029.1225834620818	0.2536633506825848
