Assay	Day	srf14	emmean	SE	df	lower.CL	upper.CL
IL10	7	Yes	-0.10663280129449836	0.08994533930863657	1097.8840969593489	-0.2831169885907098	0.06985138600171308
TNF	1	No	0.2360929513366496	0.053938719823514066	968.9723372853999	0.13024278619130208	0.3419431164819971
TNF	4	No	0.03692371283976091	0.05387772455061806	965.750273975991	-0.06880719541710013	0.14265462109662197
TNF	7	No	-0.07912482372184083	0.05443046784267136	991.7691294723427	-0.18593693214319362	0.02768728469951194
TNF	1	Yes	0.3909127833783929	0.09654141688283203	975.6440876663942	0.2014600570171512	0.5803655097396346
TNF	4	Yes	0.20369050516457626	0.09896069527604896	1030.935467026815	0.009503126426337799	0.39787788390281476
TNF	7	Yes	0.10287475830020358	0.09845267076896763	1019.1469834762786	-0.0903183669178481	0.29606788351825525
CCL23	1	No	0.3289001961464043	0.0523814314409459	936.7093196542615	0.22610164935595484	0.4316987429368538
CCL23	4	No	-0.20108487322326266	0.05232616175831872	933.6796002072607	-0.30377538438473173	-0.09839436206179361
CCL23	7	No	-0.33673621689119626	0.05283071038095966	958.4814706659189	-0.4404134266209706	-0.23305900716142192
CCL23	1	Yes	0.5458066057170101	0.0937391393218422	943.2526554297193	0.36184521802644287	0.7297679934075774
CCL23	4	Yes	0.19924435943249189	0.09596440430437041	997.052874581485	0.010928983985179275	0.3875597348798045
CCL23	7	Yes	-0.029241419284871208	0.0954976381523794	985.573812084332	-0.2166434907545638	0.1581606521848214
CD5	1	No	0.025377031067606692	0.05098903991910491	1019.3477728957705	-0.0746784533576631	0.12543251549287648
CD5	4	No	0.16765600121896548	0.05092560521248921	1015.877961887861	0.06772458858489316	0.2675874138530378
CD5	7	No	0.5446817502661022	0.05149436463266596	1043.3503189741004	0.44363743353366225	0.6457260669985422
CD5	1	Yes	-0.16488615611889865	0.09128267367239501	1026.069448155335	-0.34400819928778437	0.014235887049987073
CD5	4	Yes	-0.07701721437687062	0.09374388658814273	1082.634531233636	-0.26095749360769915	0.10692306485395789
CD5	7	Yes	0.041573769740196304	0.09322624454411801	1070.5997133290475	-0.1413531156268896	0.2245006551072822
CCL3	1	No	-0.31647095192262265	0.051118460954053195	1172.106145165416	-0.4167648600822081	-0.2161770437630372
CCL3	4	No	0.09806158635996684	0.05103895725466634	1168.3631603092217	-0.0020766679442852792	0.19819984066421897
CCL3	7	No	0.41181035272983013	0.05173272057198004	1196.6022466937115	0.3103134210998154	0.5133072843598449
CCL3	1	Yes	-0.2373079650640032	0.09156415388984884	1177.8973991415494	-0.4169550044842705	-0.05766092564373593
CCL3	4	Yes	0.1626986811655125	0.09447424005143351	1230.943765864462	-0.022649673394106007	0.348047035725131
CCL3	7	Yes	0.4306977982551835	0.09385997001265756	1219.8096544837085	0.24655292151566965	0.6148426749946974
Flt3L	1	No	0.14439690306490094	0.05029293575916001	1086.905286499601	0.04571467106077587	0.243079135069026
Flt3L	4	No	0.2486148939099762	0.0502231624230443	1083.2181878154072	0.15006919364861734	0.34716059417133505
Flt3L	7	No	0.5332719083003067	0.050840743325537736	1111.7321674116636	0.4335172796460996	0.6330265369545138
Flt3L	1	Yes	0.09235027759715252	0.09006035820831668	1093.4115709815667	-0.08436038912515355	0.2690609443194586
Flt3L	4	Yes	-0.09647790259144434	0.09269478657793202	1149.7433478137555	-0.27834780153286937	0.08539199634998068
Flt3L	7	Yes	0.10788373087935053	0.09213970978823643	1137.8130403268285	-0.07289908860312853	0.2886665503618296
CXCL6	1	No	-0.13301548816057712	0.05355154463266398	947.0020016845898	-0.23810890404325102	-0.02792207227790322
CXCL6	4	No	-0.039961886910552157	0.05349373233651787	943.908265548288	-0.14494228808567902	0.06501851426457472
CXCL6	7	No	0.2689666660351605	0.05402023267932104	969.1218838446266	0.16295655927883573	0.3749767727914853
CXCL6	1	Yes	-0.27785072827380125	0.09583812884771427	953.5945498706591	-0.46592872484168424	-0.08977273170591824
CXCL6	4	Yes	-0.06571792308935173	0.0981544870412806	1007.9287694712693	-0.2583284729379951	0.12689262675929167
CXCL6	7	Yes	0.08965718851930597	0.09766843725504137	996.3379083001466	-0.10200225651322682	0.2813166335518388
CXCL10	1	No	0.6079098630649734	0.04555381811223078	999.3152189469616	0.5185177512737049	0.6973019748562419
CXCL10	4	No	-0.24016527506852814	0.04549916549796957	995.9357876457052	-0.3294505071883168	-0.15088004294873947
CXCL10	7	No	-0.6237361909994014	0.0459912083835334	1022.8971002583247	-0.7139840885942694	-0.5334882934045333
CXCL10	1	Yes	1.1091636048618325	0.08154522088495712	1006.0388639087395	0.9491453950133801	1.269181814710285
CXCL10	4	Yes	0.34146478730136487	0.08368395117055749	1062.2490494157673	0.1772601599556111	0.5056694146471187
CXCL10	7	Yes	0.006130209025908398	0.08323440395855579	1050.2781606163123	-0.15719444034408558	0.16945485839590235
4E-BP1	1	No	0.15953592708778433	0.054381052176326924	1024.986630085929	0.05282501540872013	0.2662468387668485
4E-BP1	4	No	-0.07279474226808394	0.05431272733819594	1021.4934143650311	-0.1793720122790774	0.03378252774290953
4E-BP1	7	No	-0.02833517999154397	0.05492463732984496	1049.093318905493	-0.13610983080416417	0.07943947082107622
4E-BP1	1	Yes	0.20155072512311206	0.09735750745870278	1031.702593162498	0.010509397063378556	0.39259205318284557
4E-BP1	4	Yes	0.0748854060165675	0.10000217808726748	1088.3319913089572	-0.12133347777709343	0.27110428981022844
4E-BP1	7	Yes	0.062440473705385996	0.09944586009550466	1076.2871574664312	-0.13268926409121412	0.2575702115019861
SIRT2	1	No	-0.004038359017639893	0.05335702695064741	1370.0134453843955	-0.10870868176550154	0.10063196373022175
SIRT2	4	No	-0.13151925351997293	0.053255854665697815	1367.288788192615	-0.23599129097717178	-0.027047216062774077
SIRT2	7	No	0.0804819900163658	0.05411698601521641	1387.389475262683	-0.025677966550365403	0.18664194658309702
SIRT2	1	Yes	0.015988128654514523	0.0956153285539064	1372.4803588712496	-0.17157988188449974	0.20355613919352877
SIRT2	4	Yes	0.05343413018596161	0.09910465262848973	1406.4616978911147	-0.14097472043857961	0.24784298081050282
SIRT2	7	Yes	0.014820049098553023	0.09836676259639109	1399.647646960513	-0.1781421271009498	0.20778222529805584
DNER	1	No	-0.08117704313208655	0.0514607776640229	931.6005132370619	-0.18216952362965982	0.01981543736548673
DNER	4	No	0.09274026459879882	0.0514071083830766	928.6034552803679	-0.008147312778897575	0.1936278419764952
DNER	7	No	0.44255839024031235	0.05189763677872199	953.1929192771534	0.34071156898164967	0.544405211498975
DNER	1	Yes	-0.13751594224027353	0.0920891487846628	938.1165431030587	-0.3182405241753622	0.043208639694815115
DNER	4	Yes	-0.28199363905693736	0.09425525469893588	991.6312574721993	-0.46695630047616254	-0.09703097763771215
DNER	7	Yes	-0.14590978623131712	0.09380098079130633	980.2122760722441	-0.32998361954933153	0.03816404708669732
EN-RAGE	1	No	-0.1985614959102976	0.05247453307553538	1077.1771119828543	-0.30152538346031027	-0.09559760836028493
EN-RAGE	4	No	-0.23976979677363158	0.052402785415955125	1073.512474836621	-0.34259329814600004	-0.13694629540126313
EN-RAGE	7	No	0.02570233366340554	0.05303896285639364	1101.9430813704525	-0.07836642937113017	0.12977109669794126
EN-RAGE	1	Yes	0.036930479060978176	0.09396363013101373	1083.7339905569927	-0.1474407622915119	0.22130172041346827
EN-RAGE	4	Yes	0.480677114470951	0.09668283433872138	1140.2323773771452	0.2909808810412613	0.6703733479006407
EN-RAGE	7	Yes	0.4986125226746279	0.09611003289002383	1128.257331793739	0.31003802565412836	0.6871870196951275
CD40	1	No	-0.07953797852603238	0.05294896074971049	1000.6713416795625	-0.1834417090234186	0.02436575197135385
CD40	4	No	-0.11006713520834407	0.05288527544742133	997.2854431698416	-0.21384632032436032	-0.006287950092327826
CD40	7	No	0.16730998931402538	0.05345847789110828	1024.2841772780012	0.06240934268288782	0.2722106359451629
CD40	1	Yes	0.02709847504903359	0.09478372761674876	1007.3957588471533	-0.15889768321287065	0.21309463331093784
CD40	4	Yes	0.15367572263736914	0.09727447078984067	1063.6362353948584	-0.03719593483490577	0.34454738010964403
CD40	7	Yes	0.4641212344420313	0.09675091095522888	1051.6596130801472	0.27427444142302004	0.6539680274610425
IFN-gamma	1	No	0.7185022600317559	0.04804217660439096	1108.4180563809757	0.6242383923091789	0.8127661277543329
IFN-gamma	4	No	-0.06380255084555472	0.04797342691705054	1104.6925138838208	-0.15793187137002157	0.030326769678912138
IFN-gamma	7	No	-0.2630927674910142	0.04857964109673554	1133.308926568651	-0.35840890941083275	-0.1677766255711956
IFN-gamma	1	Yes	0.9446842932924446	0.08603642166625435	1114.7894912396284	0.7758727244634511	1.1134958621214381
IFN-gamma	4	Yes	0.1257635056645361	0.08861108953521277	1170.5980506015542	-0.04809079559666582	0.29961780692573803
IFN-gamma	7	Yes	-0.057285225738924105	0.0880683290526806	1158.8010788732677	-0.23007645559955012	0.1155060041217019
FGF-19	1	No	0.2608293269366616	0.05259260893954601	1221.4742734365832	0.15764746590766415	0.36401118796565907
FGF-19	4	No	-0.11481929794855625	0.052506008573085905	1217.8250358496625	-0.21783156318816493	-0.011807032708947576
FGF-19	7	No	0.04789873489188664	0.053256209062995837	1245.045471444248	-0.056583086602163164	0.15238055638593645
FGF-19	1	Yes	0.21371657656212178	0.09421745128567206	1226.6376596766006	0.02887137544018689	0.39856177768405665
FGF-19	4	Yes	-0.08492153250130749	0.09733554297378891	1276.349323645483	-0.27587677143689515	0.10603370643428017
FGF-19	7	Yes	-0.06188257179554538	0.09667684009954787	1265.9902124947996	-0.2515470244558503	0.12778188086475956
MCP-2	1	No	0.5746639667706819	0.048842684397275654	841.6059091944244	0.4787961945998063	0.6705317389415574
MCP-2	4	No	-0.1746580502709274	0.04880282656200155	839.2689175191429	-0.2704479741494284	-0.0788681263924264
MCP-2	7	No	-0.4378157526053752	0.04917567113393502	859.2893031636441	-0.5343342461826737	-0.34129725902807667
MCP-2	1	Yes	0.9757069982672788	0.08735835999068017	847.3251621865271	0.8042428363957093	1.1471711601388483
MCP-2	4	Yes	0.2012800237367554	0.08904331615657808	893.5376460478877	0.026521612997865845	0.376038434475645
MCP-2	7	Yes	-0.2136777153090033	0.08869121573778324	883.6851274672106	-0.3877477182221454	-0.03960771239586122
CASP-8	1	No	-0.034343347042566176	0.05406226605508658	1097.694580454139	-0.14042040428017147	0.0717337101950391
CASP-8	4	No	-0.05094568286774526	0.05398607275106186	1093.9862415769098	-0.15687363547736607	0.05498226974187556
CASP-8	7	No	0.2078313661798273	0.05465918336483299	1122.5657902496298	0.10058570387460997	0.31507702848504465
CASP-8	1	Yes	-0.04596398803106293	0.09681389244180423	1104.1371689765963	-0.2359239622467531	0.14399598618462728
CASP-8	4	Yes	0.02494004566134108	0.09967887836423368	1160.2330158225743	-0.1706309836020908	0.22051107492477298
CASP-8	7	Yes	0.06886225772950087	0.09907506672533008	1148.3637012337276	-0.1255261847122327	0.2632507001712345
CCL25	1	No	0.21943618232384815	0.05359347233278519	886.6777391706509	0.11425132692850293	0.3246210377191934
CCL25	4	No	0.13561420831639986	0.05354349678125858	883.9914650279552	0.030527000598625093	0.24070141603417464
CCL25	7	No	0.11320724254064025	0.054005355163870006	906.4905434108302	0.007217174612382124	0.2191973104688984
CCL25	1	Yes	0.07540414758321447	0.09588193320987815	892.8710024701087	-0.11277607703568461	0.26358437220211356
CCL25	4	Yes	-0.2954073936290156	0.09794442823220255	943.2834923875843	-0.48762157766932024	-0.10319320958871092
CCL25	7	Yes	-0.36368780315744964	0.09751261986829123	932.5253805197915	-0.5550574073807815	-0.17231819893411787
CX3CL1	1	No	0.07201632155372335	0.05420938600930776	856.847596631604	-0.03438241556483149	0.1784150586722782
CX3CL1	4	No	-0.06465403390040227	0.05416297791331221	854.3887497403695	-0.17096211691820998	0.041654049117405445
CX3CL1	7	No	-0.09822252436997127	0.05459526863461417	875.2882158952847	-0.2053754541209175	0.00893040538097499
CX3CL1	1	Yes	0.3077814369548885	0.09696644789788739	862.7440510253161	0.11746369644829133	0.4980991774614857
CX3CL1	4	Yes	0.3240270646432654	0.09891203664560408	910.5003109103873	0.12990498682736412	0.5181491424591667
CX3CL1	7	Yes	0.3250974411808642	0.0985052042939284	900.3141451631299	0.13177089009444615	0.5184239922672822
TNFRSF9	1	No	0.13610180954692075	0.04977128409468855	918.5034319797591	0.0384231714429014	0.23378044765094008
TNFRSF9	4	No	0.21515944286688374	0.04972095160406105	915.5927061931534	0.11757917548998184	0.31273971024378566
TNFRSF9	7	No	0.5737797374734017	0.05018242695541673	939.6136299145055	0.47529713029274834	0.6722623446540551
TNFRSF9	1	Yes	-0.17415096232576005	0.08905962726918477	924.9407125079135	-0.34893333688462014	6.314122331000094e-4
TNFRSF9	4	Yes	-0.15742571933604704	0.091103978585417425	977.6611351825633	-0.33620756710003563	0.021356128427941573
TNFRSF9	7	Yes	0.22614638998958114	0.09067544433983724	966.4101652119685	0.04820292722929853	0.40408985274986375
TWEAK	1	No	-0.04232193961083671	0.052978729572368814	1015.1254272288936	-0.1462822940364035	0.06163841481473007
TWEAK	4	No	0.037426505407174536	0.052913310817037824	1011.6737349166676	-0.06640590043987768	0.14125891125422677
TWEAK	7	No	0.3822132580443356	0.053500362168644476	1039.0458672177717	0.27723218704755187	0.4871943290411193
TWEAK	1	Yes	-0.31399343894293064	0.09484299027742472	1021.8498995903794	-0.5001027230039603	-0.1278841548819009
TWEAK	4	Yes	-0.22756361660725094	0.09738572198337116	1078.3566319452227	-0.4186505992290352	-0.03647663398546669
TWEAK	7	Yes	-0.05365801421530258	0.09685100134374951	1066.3315985330212	-0.24369819405490095	0.13638216562429578
CCL20	1	No	0.21566569937667573	0.051415399173512885	976.4602743321606	0.11476830474507985	0.31656309400827165
CCL20	4	No	-0.14400393529102118	0.051356372705455886	973.1971728253593	-0.24478591596065782	-0.043221954621384534
CCL20	7	No	-0.18597922321624777	0.051890395917811485	999.4671288272715	-0.2878058408321488	-0.08415260560034676
CCL20	1	Yes	0.659552666923786	0.09202834778736026	983.1510086743355	0.4789580930777034	0.8401472407698687
CCL20	4	Yes	0.31911890047095864	0.09436164643701116	1038.7122790264054	0.133957716273608	0.5042800846683093
CCL20	7	Yes	0.4091704603735823	0.09387155653563792	1026.8690920814615	0.22496847699079192	0.5933724437563727
ST1A1	1	No	-0.29659060820133504	0.05205312835085552	1085.0744784594458	-0.3987267923949681	-0.19445442400770196
ST1A1	4	No	-0.005960109045906813	0.051981108734827766	1081.3913692222588	-0.10795536767314191	0.09603514958132829
ST1A1	7	No	0.35991327955194	0.052618782240606586	1109.8914081234957	0.25666977390918927	0.4631567851946908
ST1A1	1	Yes	-0.41854039416932487	0.09321174363693732	1091.5907812449318	-0.6014348456036047	-0.23564594273504502
ST1A1	4	Yes	-0.08088894903028575	0.09593290442183014	1147.9572668074215	-0.2691124390749029	0.10733454101433139
ST1A1	7	Yes	0.29803040408240644	0.09535957865931821	1136.0177935104718	0.1109297224691351	0.48513108569567776
STAMBP	1	No	-0.030385106507921547	0.054095395890843875	1128.2702603269174	-0.13652399377046526	0.07575378075462216
STAMBP	4	No	-0.11133408522274713	0.05401584532627419	1124.523429039017	-0.21731726802144435	-0.005350902424049897
STAMBP	7	No	0.11069532975985834	0.05471493175938985	1153.132675264586	0.0033433560908027737	0.2180473034289139
STAMBP	1	Yes	0.0939386352003082	0.09688329956380703	1134.4895345885986	-0.09615194283791224	0.28402921323852864
STAMBP	4	Yes	0.02040226806113796	0.099840691339831	1189.6290946137299	-0.1754811854255316	0.2162857215478075
STAMBP	7	Yes	0.10292216115578902	0.09921697616937067	1177.996426198465	-0.09173954575314593	0.297583868064724
ADA	1	No	0.12422139661290549	0.05418219204191365	1064.862892602173	0.017905411081830983	0.23053738214398
ADA	4	No	-0.05310710395451185	0.054109499572901475	1061.2310888014622	-0.1592808661966722	0.05306665828764852
ADA	7	No	-0.041697853890716896	0.054755523311798594	1089.5235227530857	-0.14913605963536167	0.06574035185392788
ADA	1	Yes	0.20243199242820015	0.09701696054111791	1071.474450735052	0.012067207183315387	0.3927967776730849
ADA	4	Yes	0.26416053652806404	0.09978534631630512	1128.1204047374988	0.0683747961795034	0.4599462768766247
ADA	7	Yes	0.0578568110660278	0.0992023678574898	1116.1028365591303	-0.1367873362303395	0.2525009583623951
TNFB	1	No	0.26200195077711863	0.04963854781779594	962.354056221008	0.16458967083371703	0.35941423072052026
TNFB	4	No	0.34639077223326376	0.04958317568219022	959.1694246603751	0.24908674952543414	0.4436947949410934
TNFB	7	No	0.39936853540503503	0.05008570064391279	984.9563965213849	0.30108158854971184	0.4976554822603582
TNFB	1	Yes	-0.004497828443851853	0.08884199093221135	969.0056429843927	-0.17884269681583642	0.16984703992813271
TNFB	4	Yes	-0.14730829619232821	0.09104486764177894	1024.034723162355	-0.3259641168809976	0.03134752449634118
TNFB	7	Yes	-0.20496180663676153	0.09058238737398218	1012.2999245878733	-0.3827125482648975	-0.02721106500862558
CSF-1	1	No	0.5675739656788702	0.048919006655291274	1280.1977107592043	0.47160374076961925	0.6635441905881212
CSF-1	4	No	-0.09443100394394223	0.048833405878099034	1276.7933408628248	-0.19023353737181098	0.0013715294839265202
CSF-1	7	No	-0.2668897710664301	0.049569203808391527	1301.9416018756865	-0.3641340280474349	-0.16964551408542528
CSF-1	1	Yes	0.745731290421465	0.08764842681316233	1284.4271852914428	0.5737814983505376	0.9176810824923924
CSF-1	4	Yes	0.04387780271526993	0.09067493370060845	1328.8963388392906	-0.1340038144680884	0.22175941989862824
CSF-1	7	Yes	0.02626191921952658	0.09003514045680025	1319.7338328293624	-0.15036570097822397	0.20288953941727714
