Assay	Day	srf14	emmean	SE	df	lower.CL	upper.CL
TRAIL	1	Yes	-0.2528390407762805	0.09287306443330566	1062.2989952421442	-0.4350745340162757	-0.07060354753628528
TRAIL	4	Yes	-0.23918828562362826	0.09549461463727234	1119.008633696688	-0.42655695272842464	-0.051819618518831906
TRAIL	7	Yes	-0.1278600915865703	0.09494269102769042	1106.9696769527375	-0.3141480306695714	0.058427847496430846
CXCL9	1	No	0.011929593195910762	0.05227529359254031	972.1134508238863	-0.0906558244295806	0.11451501082140213
CXCL9	4	No	-0.14134894046660496	0.052215801218343	968.8740011507844	-0.24381803691175546	-0.03887984402145446
CXCL9	7	No	-0.031835042588763754	0.052754552031270205	994.9996516040984	-0.1353579921625998	0.07168790698507228
CXCL9	1	Yes	0.4606716105369231	0.09356555511676108	978.793659229816	0.27705944452716014	0.6442837765466861
CXCL9	4	Yes	0.3010651473277914	0.09592187363881347	1034.201720941849	0.11284144893000822	0.4892888457255745
CXCL9	7	Yes	0.5104684961217675	0.09542701886577874	1022.3895114756319	0.32321329683177397	0.6977236954117609
CST5	1	No	-0.1331461027740365	0.05393336223561483	798.8921129833718	-0.23901394159922024	-0.02727826394885273
CST5	4	No	-0.026114432329372612	0.053895610199513645	796.913915616011	-0.13190856471214377	0.07967970005339853
CST5	7	No	0.22443610097781513	0.05425321190723464	814.2609868915439	0.11794346685402629	0.330928735101604
CST5	1	Yes	-0.37072200010664785	0.09643521905997657	804.0223568491535	-0.5600165103351213	-0.1814274898781744
CST5	4	Yes	-0.40955860698189805	0.09807080176081073	845.2278688873777	-0.6020494861007869	-0.21706772786300924
CST5	7	Yes	-0.18561742998575262	0.09772969162039642	836.4601554026858	-0.3774416700681471	0.006206810096641868
OSM	1	No	-0.24620750115449735	0.05376326107595674	998.5249997734436	-0.3517094383267268	-0.1407055639822679
OSM	4	No	-0.16160724953411992	0.053698854328460034	995.1493598853907	-0.2669832323880545	-0.05623126668018534
OSM	7	No	-0.05402170615912401	0.05427881067770189	1022.0886791286395	-0.1605323482931909	0.052488935974942905
OSM	1	Yes	-0.1988240607985296	0.09624048580618397	1005.2481339537329	-0.3876793324826592	-0.009968789114399995
OSM	4	Yes	0.07992053458135459	0.0987617912592141	1061.4402468441938	-0.11386999512796206	0.27371106429067127
OSM	7	Yes	0.2089409748509033	0.09823184212483088	1049.4727936769382	0.016187802924843592	0.401694146776963
CXCL1	1	No	0.23833967944090573	0.05399589541683581	1000.3573531394576	0.132381469527298	0.34429788935451344
CXCL1	4	No	-0.07188138721055226	0.05393098876179601	996.9729475753778	-0.17771266350618015	0.033949889085075624
CXCL1	7	No	0.06662681426172062	0.054515222381990816	1023.9630535704414	-0.04034750349604978	0.173601132019491
CXCL1	1	Yes	0.233906548823808	0.09665770673486125	1007.0816032446586	0.0442329696447219	0.42358012800289413
CXCL1	4	Yes	0.10579046468779962	0.09919656256354085	1063.3151477398123	-0.08885278211277786	0.3004337114883771
CXCL1	7	Yes	0.12648798883876936	0.09866289447875137	1051.3398346707543	-0.0671106086949643	0.320086586372503
CCL4	1	No	-0.36213569997197503	0.0525028094522368	931.7089688607807	-0.4651731665133178	-0.25909823343063226
CCL4	4	No	0.032765101680397674	0.052448039759953886	928.7112115228108	-0.07016531076223805	0.13569551412303338
CCL4	7	No	0.3443653701074174	0.052948612894533204	953.3052396929589	0.24045607017975945	0.4482746700350754
