Assay	Day	srf14	emmean	SE	df	lower.CL	upper.CL
TGF-alpha	4	No	-0.11791037206178702	0.05839129486171929	1034.1913082563076	-0.23248930162009307	-0.003331442503480983
TGF-alpha	7	No	0.009387955617773863	0.05939854323252545	1074.9668010780713	-0.10716227766957045	0.12593818890511818
TGF-alpha	1	Yes	-0.27296470197724065	0.09723589690397512	1033.0988785632903	-0.46376709489900436	-0.08216230905547692
TGF-alpha	4	Yes	-0.01568696513514789	0.10010886945016051	1094.6192076532157	-0.2121139368889767	0.18074000661868092
TGF-alpha	7	Yes	0.2532390377252463	0.09968501291796471	1085.6996535190335	0.05764195035408834	0.44883612509640425
MCP-4	1	No	-0.2293920800673738	0.05791050106990318	814.9225859383362	-0.3430634026041961	-0.11572075753055149
MCP-4	4	No	0.09108362096464	0.05762274998966487	802.1511748380916	-0.022025559510323006	0.204192801439603
MCP-4	7	No	0.3863665190919843	0.05821680632943089	828.8081445399765	0.27209680380682466	0.5006362343771439
MCP-4	1	Yes	-0.48074883223602544	0.09593643429277182	804.1041954969462	-0.6690642395437894	-0.29243342492826147
MCP-4	4	Yes	0.1506132045887851	0.09770648459944004	848.9757881941421	-0.041161388028848084	0.3423877972064183
MCP-4	7	Yes	0.3036552282748819	0.09744543293168613	842.3006193125782	0.11239085404358554	0.4949196025061783
CCL11	1	No	-0.23719506619006048	0.058058777141064916	941.4669899540363	-0.3511346576385259	-0.12325547474159504
CCL11	4	No	0.12739972412314624	0.05766117611418493	924.2394931533458	0.01423770437744451	0.24056174386884796
CCL11	7	No	0.36726406741277307	0.05848473475932175	960.4170616072817	0.2524914547131301	0.482036680112416
CCL11	1	Yes	-0.4914967239259531	0.09601977878681454	925.1059471073887	-0.679938574942524	-0.3030548729093823
CCL11	4	Yes	-0.3161031360157336	0.09841401002763801	982.4358626964091	-0.5092289779462326	-0.12297729408523461
CCL11	7	Yes	-0.09141860851023782	0.09806071907154865	973.9922799148155	-0.28385321647596157	0.10101599945548591
TNFSF14	1	No	-0.23630883019451218	0.05871798254564306	1018.2814755464142	-0.3515309153862651	-0.12108674500275929
TNFSF14	4	No	-0.06203532555684695	0.05825867788481532	999.4129358883403	-0.17635868734407947	0.052288036230385575
TNFSF14	7	No	0.21087139389085224	0.05921197494634066	1039.1703703309854	0.09468272852110128	0.3270600592606032
TNFSF14	1	Yes	-0.4138997194446107	0.09701651431787031	999.0248584541673	-0.6042792421590644	-0.22352019673015705
TNFSF14	4	Yes	-0.12983304161658477	0.09975131538208633	1059.9123519252532	-0.3255655390876367	0.06589945585446716
TNFSF14	7	Yes	0.19544900182464772	0.09934779441770442	1051.034879199523	5.064127104690008e-4	0.39039159093882647
MMP-1	1	No	-0.224931011626514	0.05927932725876085	841.4230997227128	-0.34128372418469266	-0.10857829906833534
