Assay	Day	srf14	emmean	SE	df	lower.CL	upper.CL
TNF	1	No	0.24093614499788424	0.05901145225234458	989.6481633663483	0.1251341981951361	0.3567380918006324
TNF	4	No	0.038921923399846535	0.05857053703057455	971.2892992960117	-0.076017447464306	0.15386129426399908
TNF	7	No	-0.06538451989407912	0.05948497047930781	1009.9242009177533	-0.182112812212741	0.051343772424582754
TNF	1	Yes	0.3935512823326267	0.09753600015645715	971.4161552895187	0.20214575258317316	0.5849568120820803
TNF	4	Yes	0.22828117264758746	0.10017201758431288	1031.3281165006695	0.03171694319586729	0.42484540209930766
TNF	7	Yes	0.1071543677748899	0.09978305076769849	1022.5569611171952	-0.08864857831821976	0.30295731386799957
CCL23	1	No	0.3311134413779396	0.05722049592146234	954.0520493133422	0.21882087257884822	0.44340601017703096
CCL23	4	No	-0.21977923233451196	0.056819071789741236	936.496852142443	-0.3312866799877263	-0.10827178468129761
CCL23	7	No	-0.32646710469354734	0.057650823356659234	973.3830492349252	-0.4396013172068597	-0.21333289218023496
CCL23	1	Yes	0.5231374489047587	0.09461822035509314	937.186154514755	0.3374493361093083	0.708825561700209
CCL23	4	Yes	0.20923237023950456	0.09703082840342384	995.3048080626043	0.01882389517127503	0.3996408453077341
CCL23	7	Yes	-0.02296114897655827	0.0966748224727642	986.757498627438	-0.21267301640803674	0.1667507184549202
CD5	1	No	0.008421593429143684	0.055788555414500805	1041.6438736039015	-0.1010491657251071	0.11789235258339446
CD5	4	No	0.15845826760491755	0.05533677570846425	1022.4533163534973	0.04987163962348032	0.2670448955863548
CD5	7	No	0.5501056635745076	0.05627504276879091	1062.931583573962	0.4396828700874451	0.6605284570615702
CD5	1	Yes	-0.16711004915143068	0.09214998244952544	1021.6064945488829	-0.347934926722407	0.013714828419545605
CD5	4	Yes	-0.07677860205023859	0.09483134181935056	1082.9833090348864	-0.26285257275616086	0.10929536865568368
CD5	7	Yes	0.011694526931730995	0.09443573551218337	1074.0670996433719	-0.17360492315391907	0.19699397701738103
CCL3	1	No	-0.3137587841885018	0.05606693794745709	1196.370386892247	-0.42375924852271707	-0.2037583198542865
CCL3	4	No	0.05183395264036109	0.055521527786459884	1177.3592490222748	-0.05709822612810884	0.16076613140883103
CCL3	7	No	0.39782559155695313	0.05665925173058496	1217.8059250303847	0.28666501932370936	0.5089861637901969
CCL3	1	Yes	-0.23281818821252281	0.0924379281786552	1172.7779910512536	-0.4141803696305323	-0.05145600679451337
CCL3	4	Yes	0.16934892829225817	0.09561373614899629	1230.5447150523926	-0.018235055607899786	0.35693291219241613
CCL3	7	Yes	0.42361945578051496	0.09514574660879553	1222.4165847222846	0.2369523955998651	0.6102865159611648
Flt3L	1	No	0.1280231215612046	0.0549810792478052	1105.2461908243736	0.020144049327358582	0.23590219379505062
Flt3L	4	No	0.2074450391640787	0.054496866906217696	1085.6269569119916	0.10051392763295659	0.3143761506952008
Flt3L	7	No	0.5345979242437595	0.05550424970646422	1127.1361328756607	0.42569465122436506	0.643501197263154
Flt3L	1	Yes	0.09783702613217721	0.09074639024148172	1083.3737402392494	-0.08022155689662994	0.2758956091609843
Flt3L	4	Yes	-0.05758934145029115	0.09359648881489141	1144.6981477464583	-0.24122925964051026	0.12605057673992795
Flt3L	7	Yes	0.08630581122834981	0.09317612946850021	1135.890335753332	-0.09651084615516155	0.2691224686118612
CXCL6	1	No	-0.13260908077607303	0.05837162500392759	971.2409761212426	-0.24715811192534892	-0.018060049626797137
CXCL6	4	No	-0.03304526113899484	0.05794909102012049	953.2746547882045	-0.14676778182006872	0.08067725954207905
CXCL6	7	No	0.272861944013877	0.05882497750322306	991.0531101520994	0.15742612891609725	0.3882977591116567
CXCL6	1	Yes	-0.2528976593069242	0.09650072352802623	953.703468492385	-0.44227594050419394	-0.06351937810965447
CXCL6	4	Yes	-0.03491542676117465	0.09903366977654972	1012.7686733457111	-0.22925009828390078	0.15941924476155148
CXCL6	7	Yes	0.12192889593617261	0.09865990644359589	1004.1004941794533	-0.07167433612248279	0.315532127994828
CXCL10	1	No	0.6445389434743609	0.049790589206799574	1018.8984577007527	0.5468351204101785	0.7422427665385434
CXCL10	4	No	-0.2500233534382048	0.04940074810458742	1000.0203163922091	-0.34696436967935496	-0.15308233719705466
CXCL10	7	No	-0.6097324882956845	0.050209885337005204	1039.7990691228495	-0.7082567388026535	-0.5112082377887155
CXCL10	1	Yes	1.1269783646274567	0.08226564502234585	999.6205589704217	0.9655452001357041	1.2884115291192093
CXCL10	4	Yes	0.35763839269465747	0.08458664484249696	1060.5245101402556	0.19166219219024466	0.5236145931990703
CXCL10	7	Yes	-9.277763971220453e-4	0.08424418096720027	1051.6454626405432	-0.16623358775520922	0.16437803496096512
4E-BP1	1	No	0.1570381942929089	0.05948409879951923	1049.221414133338	0.040316857845662774	0.273759530740155
4E-BP1	4	No	-0.049986029080007995	0.05899718103692075	1029.9449759683912	-0.1657544243651136	0.06578236620509761
4E-BP1	7	No	0.0037414905153911856	0.06000863085806377	1070.6184416472338	-0.11400637945790303	0.1214893604886854
4E-BP1	1	Yes	0.21714773074249813	0.09824510109786252	1028.9422904799233	0.02436410042999193	0.40993136105500433
4E-BP1	4	Yes	0.09122327078023361	0.10113205310639302	1090.418885304671	-0.10721217006418175	0.28965871162464896
4E-BP1	7	Yes	0.08363798987862885	0.10070612644228172	1081.4992778144776	-0.11396353331879806	0.28123951307605577
SIRT2	1	No	-0.01934200245295968	0.05874919209686797	1389.6499492314977	-0.13458867974378652	0.09590467483786715
SIRT2	4	No	-0.1241633539895665	0.05808085237072243	1377.2667053059834	-0.23809986059566718	-0.01022684738346584
SIRT2	7	No	0.07185628041283654	0.059484747685527785	1404.3793355651908	-0.044832249229893664	0.18854481005556673
SIRT2	1	Yes	0.02337874891556401	0.09662821458442082	1367.673505881906	-0.16617682203468748	0.2129343198658155
SIRT2	4	Yes	0.03755017242378804	0.10044828337991686	1404.6527300859589	-0.15949463285783805	0.23459497770541415
SIRT2	7	Yes	0.004005911125280023	0.09988764427643299	1399.830229764363	-0.19193969621628842	0.19995151846684844
DNER	1	No	-0.07199514680123999	0.05624354940496979	949.9301098311664	-0.18237111174212728	0.038380818139647305
DNER	4	No	0.09255288188879511	0.055852038395476526	932.4797830181429	-0.01705737344502939	0.2021631372226196
DNER	7	No	0.45997761835535483	0.05666316233991868	969.1389849816604	0.348780989641746	0.5711742470689637
DNER	1	Yes	-0.14509656966097084	0.09300764309533455	933.22838687717	-0.3276249280247839	0.037431788702842195
DNER	4	Yes	-0.2726341944376813	0.09536214660496667	991.0976291086437	-0.45976909844343783	-0.0854992904319247
DNER	7	Yes	-0.17005052264683812	0.09501471538631467	982.5828711583466	-0.3565056169292046	0.016404571635528387
EN-RAGE	1	No	-0.169728948919926	0.05737927943440834	1104.0932744693562	-0.28231368900723774	-0.05714420883261424
EN-RAGE	4	No	-0.18809990946089258	0.05687465414367343	1084.4757807938347	-0.29969673210462505	-0.07650308681716012
EN-RAGE	7	No	0.04192115122298988	0.05792447127104557	1125.9788061491888	-0.0717308936651591	0.15557319611113885
EN-RAGE	1	Yes	0.026152121730209834	0.09470593520982876	1082.2499119427252	-0.15967592242476217	0.21198016588518184
EN-RAGE	4	Yes	0.46696466952611165	0.09767661539044079	1143.5931768744663	0.27531918975405073	0.6586101492981726
EN-RAGE	7	Yes	0.49562584802524035	0.0972384680257573	1134.7806653243438	0.3048384614140155	0.6864132346364652
CD40	1	No	-0.12349977713335936	0.05786452691826792	1023.0940922096516	-0.23704649382334328	-0.009953060443375433
CD40	4	No	-0.12477805594380323	0.05740856799131887	1004.1522240898825	-0.23743256800069096	-0.012123543886915486
CD40	7	No	0.1314164826215261	0.058355042677408216	1044.0726891915194	0.01690995905666806	0.24592300618638416
CD40	1	Yes	0.03094085324953437	0.095600734895237	1003.6724036030622	-0.15665937319724832	0.21854107969631703
CD40	4	Yes	0.17039261466617653	0.0983137960777326	1064.6831780587386	-0.022518187480968593	0.3633034168133217
CD40	7	Yes	0.45089720283592893	0.09791348808727766	1055.7942182948427	0.25877004196368864	0.6430243637081692
IFN-gamma	1	No	0.7310970401554965	0.05268050796095932	1131.150324825677	0.6277345429400734	0.8344595373709196
IFN-gamma	4	No	-0.08355201154846723	0.05220220415350736	1111.5526995367075	-0.18597798068211174	0.01887395758517728
IFN-gamma	7	No	-0.2544928427194053	0.05319802490789248	1153.073919259306	-0.3588686153152619	-0.15011707012354875
IFN-gamma	1	Yes	0.9446471666516426	0.08692232606489271	1108.6692024426004	0.7740963465911721	1.1151979867121131
IFN-gamma	4	Yes	0.13580139976412176	0.08972865644385869	1169.3967643878057	-0.040245746671608296	0.3118485461998518
IFN-gamma	7	Yes	-0.07395112294730595	0.08931483477000073	1160.720639863878	-0.24918771055939604	0.10128546466478412
FGF-19	1	No	0.2793399230670074	0.05764135508190906	1248.1419449703137	0.1662552829861229	0.39242456314789187
FGF-19	4	No	-0.0875259304899724	0.05705297419926862	1230.1654060592243	-0.19945783351555701	0.024405972535612205
FGF-19	7	No	0.09899680672025982	0.05828234402852408	1268.578715034149	-0.015343580120435019	0.21333719356095465
FGF-19	1	Yes	0.21023546944313376	0.09497469936157327	1224.167934666004	0.023904252169462376	0.3965666867168052
FGF-19	4	Yes	-0.05796467057925682	0.09838162359957305	1278.1137019604753	-0.25097188307012813	0.13504254191161447
FGF-19	7	Yes	-0.054032349875313	0.09787994604552688	1270.6331814211471	-0.2460564319583206	0.13799173220769462
MCP-2	1	No	0.5992450761667577	0.05326379045655771	856.0426689392317	0.4947021548468811	0.7037879974866342
MCP-2	4	No	-0.1646362608487249	0.0529642857327872	841.6034660419284	-0.26859385780945283	-0.06067866388799699
MCP-2	7	No	-0.4225085452556374	0.05358327420411381	871.8055000591648	-0.5276758375892001	-0.3173412529220747
MCP-2	1	Yes	0.9921902543489116	0.08818862218832885	843.3488207409628	0.8190953132880661	1.1652851954097572
MCP-2	4	Yes	0.22053203168321395	0.0900174927709109	893.1745642772055	0.043861582647038516	0.39720248071938935
MCP-2	7	Yes	-0.21971647420708412	0.0897476971117077	885.779317846864	-0.3958594113838173	-0.04357353703035094
CASP-8	1	No	-0.037278034524955185	0.059281305217388995	1121.2727247126888	-0.1535928120681346	0.07903674301822422
CASP-8	4	No	-0.033427814341173236	0.05874916698397932	1101.6530615482177	-0.1487007114315739	0.08184508274922744
CASP-8	7	No	0.1869714753925702	0.059856758239144416	1143.1983575163442	0.0695300458154038	0.3044129049697366
CASP-8	1	Yes	-0.0382716418911672	0.09782513346242033	1099.01336689144	-0.23021676912916303	0.15367348534682865
CASP-8	4	Yes	0.017601702774770127	0.10095109665605197	1160.0075714815118	-0.18046547263023857	0.21566887817977884
CASP-8	7	Yes	0.06217639138674636	0.10049010493863662	1151.2753620685494	-0.13498787508350274	0.25934065785699545
CCL25	1	No	0.2281767867430791	0.058519606282158916	903.484918201141	0.11332660915270822	0.34302696433345
CCL25	4	No	0.1035325520763806	0.058149532417278306	887.3788910413463	-0.0105940996704222	0.21765920382318338
CCL25	7	No	0.1002713095690686	0.058915313809932666	921.1435778605343	-0.015352507623782485	0.2158951267619197
CCL25	1	Yes	0.0644142354217386	0.09682948740575274	888.707631181855	-0.12562689066501628	0.25445536150849346
CCL25	4	Yes	-0.30237348727864855	0.0990713775790503	943.1647674162896	-0.4967993206461475	-0.1079476539111496
CCL25	7	Yes	-0.3817270886149183	0.09874059031412513	935.1129071197873	-0.5755059017056006	-0.18794827552423599
CX3CL1	1	No	0.07266598513389368	0.059118500895628666	872.5965796468205	-0.043365088413872	0.18869705868165937
CX3CL1	4	No	-0.09191283499465382	0.05877125130791949	857.5434192472101	-0.20726517895728988	0.023439508967982248
CX3CL1	7	No	-0.10795158333127862	0.05948922466869077	889.055099340031	-0.22470726926286322	0.008804102600305966
CX3CL1	1	Yes	0.3189906829132983	0.09786043740118197	859.1643903513972	0.1269171693664901	0.5110641964601065
CX3CL1	4	Yes	0.34710950717450817	0.09997485054828974	910.7380423573148	0.15090164781846813	0.5433173665305482
CX3CL1	7	Yes	0.321059800162206	0.0996629069597198	903.0924950471978	0.1254619490738339	0.516657651250578
TNFRSF9	1	No	0.12342938646888425	0.054383787383898305	935.5713017980129	0.016701048655104522	0.23015772428266398
TNFRSF9	4	No	0.20020000436773933	0.05401567142773295	918.504953642288	0.09419154375088437	0.3062084649845943
TNFRSF9	7	No	0.5774561978141795	0.054778039542330244	954.3347391826152	0.46995687680158044	0.6849555188267784
TNFRSF9	1	Yes	-0.18673170318120863	0.08994873744550703	919.4503664355663	-0.3632603661141444	-0.010203040248272843
TNFRSF9	4	Yes	-0.14071640704919222	0.0921674412720342	976.3828983669159	-0.3215854804840341	0.040152666385649655
TNFRSF9	7	Yes	0.21405549972076338	0.09184005327738892	967.9923561811568	0.033826952463872906	0.39428404697765385
TWEAK	1	No	-0.04791372262417233	0.05786612930628478	1036.5142402816803	-0.16146184241544825	0.06563439716710359
TWEAK	4	No	0.06444331533941419	0.057400986671911215	1017.3870203658475	-0.0481945514463354	0.17708118212516377
TWEAK	7	No	0.406031285625585	0.058366872636079085	1057.7223345186364	0.2915032641311196	0.5205593071200504
TWEAK	1	Yes	-0.3464423887241172	0.09558765242060986	1016.6437784455995	-0.5340140535872848	-0.15887072386094958
TWEAK	4	Yes	-0.23663685176027677	0.09835025006144468	1077.9366840111445	-0.4296164833575876	-0.04365722016296594
TWEAK	7	Yes	-0.04897511956536604	0.09794265034717968	1069.0253145818433	-0.24115677317247572	0.14320653404174363
CCL20	1	No	0.2367344727430047	0.05618132095605551	997.4661822540234	0.12648733165242676	0.3469816138335826
CCL20	4	No	-0.13348874099833027	0.05575609550247397	978.9558206750338	-0.24290395636419346	-0.02407352563246709
CCL20	7	No	-0.13508454643068285	0.056638171799108565	1017.9228533864455	-0.24622547309753742	-0.023943619763828278
CCL20	1	Yes	0.6735469188908775	0.09284923213539303	978.9474380797211	0.49134049380357536	0.8557533439781796
CCL20	4	Yes	0.33212913261943355	0.0953885862595984	1039.1669625198267	0.14495293082183133	0.5193053344170357
CCL20	7	Yes	0.40496175503707943	0.09501388711755432	1030.360297423715	0.21851894825010296	0.5914045618240559
ST1A1	1	No	-0.31062409873879815	0.056934566646519885	1108.2740535527666	-0.422335798766178	-0.1989123987114183
ST1A1	4	No	-0.008695297553291952	0.05643131075843827	1088.6513365743976	-0.11942173775302423	0.10203114264644034
ST1A1	7	No	0.3111753679094353	0.05747840183940579	1130.1744060474489	0.19839899434743688	0.42395174147143366
ST1A1	1	Yes	-0.41742349947981605	0.09396721212175513	1086.3260005405934	-0.6018012773883537	-0.23304572157127848
ST1A1	4	Yes	-0.10274731545888735	0.09692827907976263	1147.5977507910184	-0.2929238259555256	0.0874291950377509
ST1A1	7	Yes	0.26695832431430017	0.0964915624045697	1138.8027548860273	0.07763712280077176	0.4562795258278286
STAMBP	1	No	-0.05074310639540627	0.05931699864920452	1151.8236725658962	-0.1671245817257258	0.06563836893491326
STAMBP	4	No	-0.10006611351043433	0.058765912873531626	1132.328153993881	-0.21536843258693636	0.015236205566067695
STAMBP	7	No	0.11296211728763147	0.05991394980296088	1173.6827081844294	-0.004588288640679644	0.2305125232159426
STAMBP	1	Yes	0.10582877669591415	0.09784831323447506	1128.921756874081	-0.08615622461527067	0.29781377800709896
STAMBP	4	Yes	0.0030703684199319195	0.10107366558449075	1188.9359639982677	-0.19523224908595058	0.2013729859258144
STAMBP	7	Yes	0.09201282554471214	0.10059814322925957	1180.400387252128	-0.10535828987594555	0.28938394096536985
ADA	1	No	0.097304198358701	0.05936528449542025	1088.083033425814	-0.01917919280203839	0.21378758951944038
ADA	4	No	-0.054430972673279225	0.05885347406580228	1068.513130047701	-0.1699124720156757	0.061050526669117235
ADA	7	No	-0.030958570307148825	0.0599177642046498	1109.8820562033966	-0.1485234363160186	0.08660629570172095
ADA	1	Yes	0.20976044151797005	0.0980027478173374	1066.660389635953	0.017460382271019148	0.40206050076492095
ADA	4	Yes	0.2842825121672825	0.10102185270674711	1128.1974173165975	0.08607067542297928	0.4824943489115857
ADA	7	Yes	0.058456411104210994	0.1005765168638216	1119.3299762153674	-0.13888332496912326	0.25579614717754523
TNFB	1	No	0.27410425502595925	0.054225200300514705	983.4491023516223	0.1676938552219427	0.3805146548299758
TNFB	4	No	0.3274126151174383	0.053824264058838174	965.2168513178918	0.2217865457336497	0.4330386845012269
TNFB	7	No	0.39380443531248976	0.054655647182742746	1003.5749224597424	0.2865519858227401	0.5010568848022394
TNFB	1	Yes	-0.007093462340972686	0.08963207080331634	965.4480041235498	-0.18298960600991143	0.16880268132796605
TNFB	4	Yes	-0.1599423581513783	0.09203123426654054	1025.0940394784982	-0.3405334887381566	0.020648772435400004
TNFB	7	Yes	-0.2324525359302335	0.09167721486618503	1016.3545205786569	-0.4123508096122569	-0.05255426224821011
CSF-1	1	No	0.5562240094600597	0.05363125658465295	1300.8440932880917	0.4510107844909501	0.6614372344291692
CSF-1	4	No	-0.09162888488251256	0.05305918713883266	1284.4655449452114	-0.19572106623372948	0.012463296468704366
CSF-1	7	No	-0.20103233064149514	0.054256631716445396	1319.6793501589414	-0.3074709950849046	-0.09459366619808571
CSF-1	1	Yes	0.7568198776601673	0.08831059281777288	1277.0282406465174	0.5835700931792053	0.9300696621411294
CSF-1	4	Yes	0.07265922123094698	0.09160568739756397	1325.763210685796	-0.10704868985134541	0.2523671323132394
CSF-1	7	Yes	0.03492670497784165	0.09112094989052333	1319.1260912758787	-0.14383109174653919	0.21368450170222247
