Assay	term	TP1	TR1	TP2	TR2	null.value	estimate	std.error	df	statistic	p.value	adj.p.value
IL7	Day*Allocation	Day1	Placebo	Day7	Placebo	0	-0.15600990338861032	0.08642230035599033	1061.3138525819522	-1.8052042441126315	0.071326032687102775	0.09016687151011105
IL7	Day*Allocation	Day4	Placebo	Day7	Placebo	0	0.07435879434235504	0.08772851535506913	1054.0214373727076	0.8476011937669071	0.39685253274791565	0.5213552881198108
OPG	Day*Allocation	Day1	Anakinra	Day4	Anakinra	0	0.35083897943398423	0.057530594061932686	1061.1910626394852	6.0983027405609604	1.4992514853766963e-9	5.022492476011933e-9
OPG	Day*Allocation	Day1	Anakinra	Day7	Anakinra	0	0.5433869679889497	0.057298779433487886	1063.9992059678452	9.483395167600566	1.549938609335261e-20	5.769215934747916e-20
OPG	Day*Allocation	Day1	Anakinra	Day1	Placebo	0	0.041819146675900795	0.08770766079285539	1161.2573807895562	0.47680152791519165	0.6335931656095202	0.9706901703326503
OPG	Day*Allocation	Day1	Anakinra	Day4	Placebo	0	0.27357948209327065	0.08907011091643734	1192.1320193185081	3.0715071450841007	0.002178054354335286	0.006080401739186007
OPG	Day*Allocation	Day1	Anakinra	Day7	Placebo	0	0.4773455134949057	0.08938014649546651	1199.978558875267	5.340621292437883	1.1072261522932219e-7	3.9044290633497824e-7
OPG	Day*Allocation	Day4	Anakinra	Day7	Anakinra	0	0.1925479885549654	0.05775493951023993	1043.553905302163	3.3338791484809143	8.865443868607858e-4	0.0018562023099897701
OPG	Day*Allocation	Day4	Anakinra	Day1	Placebo	0	-0.3090198327580834	0.08848206186952996	1177.7984272009726	-3.492457411466569	4.963339743610906e-4	0.0012790144723920413
OPG	Day*Allocation	Day4	Anakinra	Day4	Placebo	0	-0.0772594973407136	0.08983313819731427	1207.6955254070424	-0.8600333784512432	0.38994133285935895	0.6988264267989749
OPG	Day*Allocation	Day4	Anakinra	Day7	Placebo	0	0.12650653406092147	0.09013973931299674	1215.2323191080961	1.4034490783431988	0.16073843172627805	0.262236115432926
OPG	Day*Allocation	Day7	Anakinra	Day1	Placebo	0	-0.5015678213130489	0.08825057502004639	1172.470878397953	-5.683451027929463	1.664543181461296e-8	6.195799619883712e-8
OPG	Day*Allocation	Day7	Anakinra	Day4	Placebo	0	-0.26980748589567904	0.08960308272658334	1202.5433319926378	-3.0111406626374126	0.0026570006587045497	0.011867936275546989
OPG	Day*Allocation	Day7	Anakinra	Day7	Placebo	0	-0.06604145449404396	0.08991417946852255	1210.4208829179884	-0.7344943243035873	0.46278978012551153	0.7133887951845337
OPG	Day*Allocation	Day1	Placebo	Day4	Placebo	0	0.23176033541736984	0.07250898413967988	1056.7720636537565	3.1962981990053994	0.001433300538932364	0.0030977785841441413
OPG	Day*Allocation	Day1	Placebo	Day7	Placebo	0	0.4355263668190049	0.0728965440370742	1059.3142152365806	5.974581821018869	3.1467293931076257e-9	8.433234773528438e-9
OPG	Day*Allocation	Day4	Placebo	Day7	Placebo	0	0.20376603140163507	0.07399083249511991	1052.0228493367304	2.7539361908797892	0.005989798583220503	0.021121921319777564
LAP TGF-beta-1	Day*Allocation	Day1	Anakinra	Day4	Anakinra	0	0.010730345065476099	0.06978964716090467	1065.931310613644	0.1537526768223455	0.8778338513112149	0.9423037157818147
LAP TGF-beta-1	Day*Allocation	Day1	Anakinra	Day7	Anakinra	0	-0.2762456023287133	0.06950258790331695	1068.7242387490262	-3.974608869427864	7.522883372785218e-5	1.1721701999456038e-4
LAP TGF-beta-1	Day*Allocation	Day1	Anakinra	Day1	Placebo	0	0.04701572964164061	0.10242086232220521	1219.0978003205964	0.45904446199382787	0.6462840710258407	0.9706901703326503
