Assay	term	Sum Sq	Mean Sq	NumDF	DenDF	F value	Pr(>F)	adj.p.value
CD8A	srf14	1.7835382587841069	1.7835382587841069	1	583.1837280961369	4.037158667425925	0.044968964641700866	0.07173620549985615
CD8A	DEXcorrected	5.708856648356436	5.708856648356436	1	570.7768827221305	12.922380546362115	3.5276887845735254e-4	0.0012439744661390851
CD8A	cbmi	0.43171064577315377	0.43171064577315377	1	568.484812223504	0.9772060491661722	0.32331011373296115	0.503762270235079
CD8A	Age	1.6494144947158251	1.6494144947158251	1	570.4509891312296	3.7335605169801944	0.05382439345574731	0.08421701626298643
CD8A	Gender	2.5103316780432547	2.5103316780432547	1	573.295053714447	5.682304398132321	0.017461312331616925	0.04499645870070516
CD8A	Day:srf14	0.9424419176656796	0.4712209588328398	2	1051.9622470084748	1.0666402970921829	0.34453478063432585	0.4809131313020798
MCP-3	Day	40.887975649892915	20.443987824946458	2	1048.8007573024227	53.530595818404784	7.302979613488751e-23	1.8122208670509122e-22
MCP-3	srf14	32.27828561989215	32.27828561989215	1	580.1760828157159	84.51755479530566	6.756764792632981e-19	2.2635162055320487e-17
MCP-3	DEXcorrected	0.38472299723461123	0.38472299723461123	1	567.8427121959564	1.0073597892619157	0.31596367997706626	0.37802797425827567
MCP-3	cbmi	0.014745633534268748	0.014745633534268748	1	565.5680748077845	0.038610008750155536	0.8442938813721408	0.975305000895404
MCP-3	Age	1.7995619217344845	1.7995619217344845	1	567.52594115106	4.711978049850592	0.030366997286601485	0.05362633298987339
MCP-3	Gender	6.007550816435368	6.007550816435368	1	570.3533843883295	15.730188129965372	8.234773555907286e-5	6.896622853072352e-4
