term	estimate	std.error	statistic	p.value	conf.low	conf.high	model
AllocationAnakinra	0.6315575368284888	0.21652917779831318	-2.12242172000802	0.03380233984890939	0.4131454288401353	0.965434673801527	pooled_clinical
Age	1.0136072999781318	0.009095159587222523	1.4860159296558135	0.1372749075504323	0.9956986442487062	1.0318380611476798	pooled_clinical
cbmi	1.0308866791509086	0.018549200878476012	1.6399243106755212	0.10102090541513942	0.9940811058819677	1.069054968415194	pooled_clinical
GenderMale	1.5131828035536072	0.2281609010125242	1.8154523741015511	0.06945441863505007	0.9675657485356228	2.366477110662268	pooled_clinical
DEXcorrectedYes	7.217657289417586	0.5877389486368553	3.3629393282264815	7.71173105174296e-4	2.280929997547872	22.839182615638105	pooled_clinical
